"track","duration_min","duration_category"
"La Mushasha Shula",3,"Medium (3-5 min)"
"Lo Intentamos",3,"Medium (3-5 min)"
"Un Hombre Normal",4,"Medium (3-5 min)"
"El Próximo Viernes",4,"Medium (3-5 min)"
"Perdí la Pose",2,"Short (< 3 min)"
"Qué Mal Te Ves Sin Mí",3,"Medium (3-5 min)"
"Soltero Feliz",3,"Medium (3-5 min)"
"Que Te Lo Crea Tu Madre",3,"Medium (3-5 min)"
"Olvido Intencional",3,"Medium (3-5 min)"
"ISABELLE",2,"Short (< 3 min)"
"DOPPELLEBEN (feat. Bausa)",2,"Short (< 3 min)"
"GHETTOGIRL",2,"Short (< 3 min)"
"PECHSCHWARZ",3,"Medium (3-5 min)"
"Lambo Diablo GT (feat. Nimo & Juju) - Remix",5,"Long (> 5 min)"
"Komm wir chillen (feat. Yonii & Bausa)",4,"Medium (3-5 min)"
"Run Run Run",2,"Short (< 3 min)"
"Alles auf Rot",3,"Medium (3-5 min)"
"Lambo Diablo GT (feat. Nimo)",4,"Medium (3-5 min)"
"HIMALAYA",2,"Short (< 3 min)"
"Amor del Bueno",4,"Medium (3-5 min)"
"¿Qué Nos Pasó? (with Yuridia)",3,"Medium (3-5 min)"
"Desde Que Llegaste",3,"Medium (3-5 min)"
"16,437 Días",3,"Medium (3-5 min)"
"La Descarada",3,"Medium (3-5 min)"
"Color Esperanza / Sólo le Pido a Dios - Versión México",3,"Medium (3-5 min)"
"Contigo Quiero",4,"Medium (3-5 min)"
"Al Fin Me Armé de Valor",3,"Medium (3-5 min)"
"We Never Give Up (Todo Venceremos)",4,"Medium (3-5 min)"
"Amor del Bueno (with Miguel Bosé)",4,"Medium (3-5 min)"
"I Wanna Be Yours",3,"Medium (3-5 min)"
"Do I Wanna Know?",4,"Medium (3-5 min)"
"Why'd You Only Call Me When You're High?",2,"Short (< 3 min)"
"505",4,"Medium (3-5 min)"
"R U Mine?",3,"Medium (3-5 min)"
"Snap Out Of It",3,"Medium (3-5 min)"
"Fluorescent Adolescent",2,"Short (< 3 min)"
"Arabella",3,"Medium (3-5 min)"
"Knee Socks",4,"Medium (3-5 min)"
"When The Sun Goes Down",3,"Medium (3-5 min)"
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By",3,"Medium (3-5 min)"
"Love On The Brain",3,"Medium (3-5 min)"
"Umbrella",4,"Medium (3-5 min)"
"Needed Me",3,"Medium (3-5 min)"
"This Is What You Came For",3,"Medium (3-5 min)"
"Don't Stop The Music",4,"Medium (3-5 min)"
"Only Girl (In The World)",3,"Medium (3-5 min)"
"Pon de Replay",4,"Medium (3-5 min)"
"Stay",4,"Medium (3-5 min)"
"We Found Love",3,"Medium (3-5 min)"
"La Jumpa",3,"Medium (3-5 min)"
"Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)",4,"Medium (3-5 min)"
"Si Se Da - Remix",5,"Long (> 5 min)"
"Bottas",3,"Medium (3-5 min)"
"JS4E",3,"Medium (3-5 min)"
"Pa' Que La Pases Bien",3,"Medium (3-5 min)"
"Infeliz",3,"Medium (3-5 min)"
"La Ruta",3,"Medium (3-5 min)"
"Me Ama Me Odia",5,"Long (> 5 min)"
"Me Acostumbre (feat. Bad Bunny)",4,"Medium (3-5 min)"
"ULTRA SOLO REMIX",5,"Long (> 5 min)"
"La Máquina",4,"Medium (3-5 min)"
"Sensacion Del Bloque",3,"Medium (3-5 min)"
"AIRBNB",3,"Medium (3-5 min)"
"Loco Por Perrearte - Remix",3,"Medium (3-5 min)"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",3,"Medium (3-5 min)"
"La Ocasión",5,"Long (> 5 min)"
"Instagram - Remix",4,"Medium (3-5 min)"
"Si Quieren Frontear",3,"Medium (3-5 min)"
"Caile",5,"Long (> 5 min)"
"La Bellavita (feat. Jul)",3,"Medium (3-5 min)"
"La bandite",2,"Short (< 3 min)"
"J'ai tout su",3,"Medium (3-5 min)"
"Cœur blanc",2,"Short (< 3 min)"
"C'est pas la mairie",4,"Medium (3-5 min)"
"Namek",3,"Medium (3-5 min)"
"La street",3,"Medium (3-5 min)"
"Bande organisée",5,"Long (> 5 min)"
"Beuh à la noix de coco",2,"Short (< 3 min)"
"Le 100 le 100",3,"Medium (3-5 min)"
"Can't Hold Us (feat. Ray Dalton)",4,"Medium (3-5 min)"
"Thrift Shop (feat. Wanz)",3,"Medium (3-5 min)"
"Glorious (feat. Skylar Grey)",3,"Medium (3-5 min)"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",2,"Short (< 3 min)"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",3,"Medium (3-5 min)"
"Good Old Days (feat. Kesha)",4,"Medium (3-5 min)"
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",4,"Medium (3-5 min)"
"White Walls (feat. ScHoolboy Q & Hollis)",3,"Medium (3-5 min)"
"CHANT (feat. Tones And I)",4,"Medium (3-5 min)"
"MANIAC (feat. Windser)",3,"Medium (3-5 min)"
"House of Memories",3,"Medium (3-5 min)"
"High Hopes",3,"Medium (3-5 min)"
"ME! (feat. Brendon Urie of Panic! At The Disco)",3,"Medium (3-5 min)"
"I Write Sins Not Tragedies",3,"Medium (3-5 min)"
"Death of a Bachelor",3,"Medium (3-5 min)"
"Emperor's New Clothes",2,"Short (< 3 min)"
"Don't Threaten Me with a Good Time",3,"Medium (3-5 min)"
"The Ballad of Mona Lisa",3,"Medium (3-5 min)"
"Hey Look Ma, I Made It",2,"Short (< 3 min)"
"Victorious",2,"Short (< 3 min)"
"Still into You",3,"Medium (3-5 min)"
"Misery Business",3,"Medium (3-5 min)"
"All I Wanted",3,"Medium (3-5 min)"
"Hard Times",3,"Medium (3-5 min)"
"The Only Exception",4,"Medium (3-5 min)"
"Ain't It Fun",4,"Medium (3-5 min)"
"Another Life",3,"Medium (3-5 min)"
"Decode",4,"Medium (3-5 min)"
"C’est Comme Ça",2,"Short (< 3 min)"
"Interlude: I'm Not Angry Anymore",0,"Short (< 3 min)"
"This Is Why",3,"Medium (3-5 min)"
"Time of Our Lives",3,"Medium (3-5 min)"
"So Sick",3,"Medium (3-5 min)"
"Miss Independent",3,"Medium (3-5 min)"
"Because Of You",4,"Medium (3-5 min)"
"Sexy Love",3,"Medium (3-5 min)"
"Mad",4,"Medium (3-5 min)"
"Let Me Love You (Until You Learn To Love Yourself)",4,"Medium (3-5 min)"
"Closer",3,"Medium (3-5 min)"
"She Knows",3,"Medium (3-5 min)"
"Tiring Game",3,"Medium (3-5 min)"
"Let's Go (feat. Ne-Yo)",3,"Medium (3-5 min)"
"I Was Never There",4,"Medium (3-5 min)"
"Lost in the Fire (feat. The Weeknd)",3,"Medium (3-5 min)"
"Hurt You",3,"Medium (3-5 min)"
"Opr",3,"Medium (3-5 min)"
"THE SUN (Prod. Gesaffelstein)",3,"Medium (3-5 min)"
"Pursuit",4,"Medium (3-5 min)"
"Viol",5,"Long (> 5 min)"
"Ever Now",1,"Short (< 3 min)"
"Blast Off (feat. Pharrell Williams)",3,"Medium (3-5 min)"
"Destinations",3,"Medium (3-5 min)"
"Tera Hone Laga Hoon",4,"Medium (3-5 min)"
"Tu Jaane Na",5,"Long (> 5 min)"
"Jeena Jeena (From ""Badlapur"")",3,"Medium (3-5 min)"
"O'Meri Laila",4,"Medium (3-5 min)"
"Waiting For A Lifetime",2,"Short (< 3 min)"
"Pehli Nazar Mein",5,"Long (> 5 min)"
"Pehli Dafa",4,"Medium (3-5 min)"
"O Saathi",4,"Medium (3-5 min)"
"Main Rang Sharbaton Ka",4,"Medium (3-5 min)"
"Dil Diyan Gallan",4,"Medium (3-5 min)"
"Plug Walk",2,"Short (< 3 min)"
"Tere Sang Yaara",4,"Medium (3-5 min)"
"Muñecas",2,"Short (< 3 min)"
"Pursuit Of Happiness - Extended Steve Aoki Remix",6,"Long (> 5 min)"
"MIC Drop (Steve Aoki Remix) - Full Length Edition",5,"Long (> 5 min)"
"Nataaoki",2,"Short (< 3 min)"
"New York ft. mazie",2,"Short (< 3 min)"
"Waste It On Me",3,"Medium (3-5 min)"
"A LIGHT THAT NEVER COMES",3,"Medium (3-5 min)"
"KULT (feat. Jasiah)",2,"Short (< 3 min)"
"Just Hold On",3,"Medium (3-5 min)"
"Azukita",3,"Medium (3-5 min)"
"WHO ELSE! (feat. Rich The Kid)",2,"Short (< 3 min)"
"That's What Tequila Does",3,"Medium (3-5 min)"
"Dirt Road Anthem",3,"Medium (3-5 min)"
"You Make It Easy",3,"Medium (3-5 min)"
"If I Didn't Love You",3,"Medium (3-5 min)"
"She's Country",3,"Medium (3-5 min)"
"Got What I Got",2,"Short (< 3 min)"
"No More Friends",2,"Short (< 3 min)"
"Big Green Tractor",3,"Medium (3-5 min)"
"Trouble With A Heartbreak",3,"Medium (3-5 min)"
"Burnin' It Down",3,"Medium (3-5 min)"
"My Kinda Party",4,"Medium (3-5 min)"
"Ojalá",3,"Medium (3-5 min)"
"Lifestyle (feat. Adam Levine)",2,"Short (< 3 min)"
"New Freezer (feat. Kendrick Lamar)",3,"Medium (3-5 min)"
"Good Mood - Original Song From Paw Patrol: The Movie",3,"Medium (3-5 min)"
"Lost Stars",4,"Medium (3-5 min)"
"No One Else Like You",3,"Medium (3-5 min)"
"A Higher Place",3,"Medium (3-5 min)"
"Lifestyle (feat. Adam Levine) - David Guetta Slap House Mix",2,"Short (< 3 min)"
"Lost Stars - Into The Night Mix",3,"Medium (3-5 min)"
"Yesterday - The Voice Performance",2,"Short (< 3 min)"
"Wings Of Stone",3,"Medium (3-5 min)"
"Splashin",2,"Short (< 3 min)"
"Stay With Me",2,"Short (< 3 min)"
"Step Back!",2,"Short (< 3 min)"
"Shakira!",2,"Short (< 3 min)"
"Bunny Girl",2,"Short (< 3 min)"
"Mine",2,"Short (< 3 min)"
"Shut It",2,"Short (< 3 min)"
"DANCE!",2,"Short (< 3 min)"
"Zoom!",2,"Short (< 3 min)"
"Ash Kaashh",2,"Short (< 3 min)"
"Come Thru (feat. Shady Moon & Ciscaux)",2,"Short (< 3 min)"
"Free (feat. Marracash & Rkomi)",3,"Medium (3-5 min)"
"IMPORTANTE",3,"Medium (3-5 min)"
"∞ LOVE (feat. Guè)",3,"Medium (3-5 min)"
"CRUDELIA - I nervi",3,"Medium (3-5 min)"
"CRAZY LOVE",3,"Medium (3-5 min)"
"DUBBI",3,"Medium (3-5 min)"
"LION (feat. Chris Brown & Brandon Lake)",5,"Long (> 5 min)"
"NEMESI (feat. BLANCO)",2,"Short (< 3 min)"
"Niente Canzoni D'Amore - Inedito",3,"Medium (3-5 min)"
"No wallet (feat. Marracash)",2,"Short (< 3 min)"
"Tik Tok RMX (feat. Marracash, Guè, Paky & Geolier)",5,"Long (> 5 min)"
"Perfecta",2,"Short (< 3 min)"
"Tu Sin Mi",4,"Medium (3-5 min)"
"Arbol Sin Hojas",3,"Medium (3-5 min)"
"Hoja en Blanco",4,"Medium (3-5 min)"
"Motion",2,"Short (< 3 min)"
"Where's Dexter",2,"Short (< 3 min)"
"Mi Amor",3,"Medium (3-5 min)"
"Así Fue - En Vivo",7,"Long (> 5 min)"
"Salvame",5,"Long (> 5 min)"
"Verte",2,"Short (< 3 min)"
"Nada",4,"Medium (3-5 min)"
"Dias De Sol Nublados",2,"Short (< 3 min)"
"KANATA HALUKA",5,"Long (> 5 min)"
"Suzume",3,"Medium (3-5 min)"
"Sparkle - movie ver.",8,"Long (> 5 min)"
"Dream lantern",2,"Short (< 3 min)"
"Zenzenzense - movie ver.",4,"Medium (3-5 min)"
"Nandemonaiya - movie ver.",5,"Long (> 5 min)"
"Kimi to Hitsuji to Ao",2,"Short (< 3 min)"
"TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix",4,"Medium (3-5 min)"
"Ms. Phenomenal",5,"Long (> 5 min)"
"Seikai - 18Fes Version",5,"Long (> 5 min)"
"Sokkenai",6,"Long (> 5 min)"
"Madura",3,"Medium (3-5 min)"
"Me Ama Me Odia",5,"Long (> 5 min)"
"Te Busco",3,"Medium (3-5 min)"
"Prrrum",3,"Medium (3-5 min)"
"Manicomio",3,"Medium (3-5 min)"
"Feelin' Like Tunechi",3,"Medium (3-5 min)"
"Guaya",3,"Medium (3-5 min)"
"Ta To Gucci (Remix)",5,"Long (> 5 min)"
"23",4,"Medium (3-5 min)"
"La boda (feat. O'Neill & Kendo)",5,"Long (> 5 min)"
"Momentos",3,"Medium (3-5 min)"
"Chicken Fried",3,"Medium (3-5 min)"
"Knee Deep (feat. Jimmy Buffett)",3,"Medium (3-5 min)"
"Toes",4,"Medium (3-5 min)"
"Colder Weather",4,"Medium (3-5 min)"
"Out In The Middle",2,"Short (< 3 min)"
"Homegrown",3,"Medium (3-5 min)"
"Whatever It Is",3,"Medium (3-5 min)"
"As She's Walking Away (feat. Alan Jackson)",3,"Medium (3-5 min)"
"Loving You Easy",2,"Short (< 3 min)"
"Free",3,"Medium (3-5 min)"
"Falta Você",3,"Medium (3-5 min)"
"Deixa Tudo Como Tá - Ao Vivo",3,"Medium (3-5 min)"
"Pé Na Areia - Ao Vivo",3,"Medium (3-5 min)"
"A Fila Anda - Ao Vivo",2,"Short (< 3 min)"
"Papo Furado / Quero Mais / História de Cinema / Amor Eterno",6,"Long (> 5 min)"
"Ponto Fraco - Ao Vivo",3,"Medium (3-5 min)"
"Domingando - Ao Vivo",3,"Medium (3-5 min)"
"Amor Difícil - Ao vivo",3,"Medium (3-5 min)"
"Dividido",3,"Medium (3-5 min)"
"Pot-Pourri: Temporal / Velocidade da Luz - Ao Vivo",4,"Medium (3-5 min)"
"Still Counting",4,"Medium (3-5 min)"
"A Warrior's Call",4,"Medium (3-5 min)"
"For Evigt",4,"Medium (3-5 min)"
"Shotgun Blues",4,"Medium (3-5 min)"
"Lola Montez",4,"Medium (3-5 min)"
"The Devil's Bleeding Crown",3,"Medium (3-5 min)"
"See A Victory",6,"Long (> 5 min)"
"Wait A Minute My Girl",2,"Short (< 3 min)"
"Fallen",5,"Long (> 5 min)"
"Becoming",4,"Medium (3-5 min)"
"Guitar Gangsters & Cadillac Blood",3,"Medium (3-5 min)"
"Mientes",3,"Medium (3-5 min)"
"TAlk tO Me (with Rich The Kid)",3,"Medium (3-5 min)"
"Todo Cambió",3,"Medium (3-5 min)"
"Color Esperanza 2020",3,"Medium (3-5 min)"
"Aléjate de Mí",4,"Medium (3-5 min)"
"Sólo para Ti",3,"Medium (3-5 min)"
"Resistiré",4,"Medium (3-5 min)"
"2 On (feat. ScHoolboy Q)",3,"Medium (3-5 min)"
"Coleccionista de Canciones",5,"Long (> 5 min)"
"De Qué Me Sirve la Vida",4,"Medium (3-5 min)"
"Bésame",4,"Medium (3-5 min)"
"Abrázame",3,"Medium (3-5 min)"
"La Gozadera (feat. Marc Anthony)",3,"Medium (3-5 min)"
"Color Esperanza 2020",3,"Medium (3-5 min)"
"3 A.M.",3,"Medium (3-5 min)"
"Soy Yo",3,"Medium (3-5 min)"
"Traidora (feat. Marc Anthony)",3,"Medium (3-5 min)"
"Háblame de Miami",2,"Short (< 3 min)"
"Muchacha",3,"Medium (3-5 min)"
"Mas Macarena (feat. Los Del Rio)",3,"Medium (3-5 min)"
"Si Tú No Estás",3,"Medium (3-5 min)"
"Si No Vuelves",3,"Medium (3-5 min)"
"The Downfall Of Us All",3,"Medium (3-5 min)"
"If It Means A Lot To You",4,"Medium (3-5 min)"
"Miracle",4,"Medium (3-5 min)"
"All I Want",3,"Medium (3-5 min)"
"All Signs Point To Lauderdale",3,"Medium (3-5 min)"
"Have Faith In Me",3,"Medium (3-5 min)"
"I'm Made Of Wax, Larry, What Are You Made Of?",3,"Medium (3-5 min)"
"Mr. Highway's Thinking About The End",4,"Medium (3-5 min)"
"Since U Been Gone",3,"Medium (3-5 min)"
"Paranoia",3,"Medium (3-5 min)"
"Lotus Flower Bomb (feat. Miguel)",3,"Medium (3-5 min)"
"The Need to Know (feat. SZA)",3,"Medium (3-5 min)"
"On Chill (feat. Jeremih)",3,"Medium (3-5 min)"
"Dearly Beloved (feat. Jamie Foxx)",1,"Short (< 3 min)"
"Bad (feat. Rihanna) - Remix",3,"Medium (3-5 min)"
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",3,"Medium (3-5 min)"
"Change",4,"Medium (3-5 min)"
"Ride Out",3,"Medium (3-5 min)"
"Love... (Her Fault) [feat. Bryson Tiller]",3,"Medium (3-5 min)"
"Ambition (feat. Meek Mill & Rick Ross)",5,"Long (> 5 min)"
"Stereo Hearts (feat. Adam Levine)",3,"Medium (3-5 min)"
"Cupid's Chokehold / Breakfast in America",4,"Medium (3-5 min)"
"Ass Back Home (feat. Neon Hitch)",3,"Medium (3-5 min)"
"The Fighter (feat. Ryan Tedder)",3,"Medium (3-5 min)"
"Cookie Jar (feat. The-Dream)",3,"Medium (3-5 min)"
"Clothes Off!!",3,"Medium (3-5 min)"
"The Queen and I",3,"Medium (3-5 min)"
"Taxi Driver",1,"Short (< 3 min)"
"It's OK, but Just This Once!",3,"Medium (3-5 min)"
"Viva La White Girl",3,"Medium (3-5 min)"
"I Want to Know What Love Is - 1999 Remaster",5,"Long (> 5 min)"
"Waiting for a Girl like You",4,"Medium (3-5 min)"
"Cold as Ice",3,"Medium (3-5 min)"
"Juke Box Hero",4,"Medium (3-5 min)"
"Hot Blooded",4,"Medium (3-5 min)"
"Urgent",4,"Medium (3-5 min)"
"That Was Yesterday",3,"Medium (3-5 min)"
"Graves Into Gardens (Live)",7,"Long (> 5 min)"
"I Don't Want to Live Without You",3,"Medium (3-5 min)"
"Double Vision",3,"Medium (3-5 min)"
"I Want to Know What Love Is",4,"Medium (3-5 min)"
"Te Mando Flores",3,"Medium (3-5 min)"
"Color Esperanza 2020",3,"Medium (3-5 min)"
"Eres Mi Sueño - Versión Radio Edit",3,"Medium (3-5 min)"
"Arroyito",3,"Medium (3-5 min)"
"2005",3,"Medium (3-5 min)"
"Simples Corazones (feat. Melendi)",4,"Medium (3-5 min)"
"Vine a Buscarte",4,"Medium (3-5 min)"
"Ven",4,"Medium (3-5 min)"
"Vas A Encontrarme",2,"Short (< 3 min)"
"Pasa",3,"Medium (3-5 min)"
"Alive (feat. The Moth & The Flame)",5,"Long (> 5 min)"
"When I Talk",3,"Medium (3-5 min)"
"Alive (feat. The Moth & The Flame) - KREAM Remix",3,"Medium (3-5 min)"
"Hypnocurrency",4,"Medium (3-5 min)"
"Ghosts 'n' Stuff (feat. Rob Swire)",5,"Long (> 5 min)"
"Escape - John Summit Remix",3,"Medium (3-5 min)"
"Take Me High",4,"Medium (3-5 min)"
"When The Summer Dies",5,"Long (> 5 min)"
"Monophobia",3,"Medium (3-5 min)"
"Coco",2,"Short (< 3 min)"
"Le Daron",3,"Medium (3-5 min)"
"La Kush",2,"Short (< 3 min)"
"Dans l'appart'",2,"Short (< 3 min)"
"Lorenzo",2,"Short (< 3 min)"
"Amy Winehouse",2,"Short (< 3 min)"
"Fume à fond",3,"Medium (3-5 min)"
"Arrêter le temps",2,"Short (< 3 min)"
"Charizard",2,"Short (< 3 min)"
"Honoré",2,"Short (< 3 min)"
"Sleigh Ride",3,"Medium (3-5 min)"
"Frosty the Snowman",2,"Short (< 3 min)"
"Be My Baby",2,"Short (< 3 min)"
"I Saw Mommy Kissing Santa Claus",2,"Short (< 3 min)"
"Baby, I Love You",2,"Short (< 3 min)"
"Silent Night",2,"Short (< 3 min)"
"Chapel Of Love",2,"Short (< 3 min)"
"Do I Love You?",2,"Short (< 3 min)"
"You Came, You Saw, You Conquered",2,"Short (< 3 min)"
"Walking In the Rain",3,"Medium (3-5 min)"
"Naive",3,"Medium (3-5 min)"
"She Moves In Her Own Way",2,"Short (< 3 min)"
"Seaside",1,"Short (< 3 min)"
"Junk Of The Heart (Happy)",3,"Medium (3-5 min)"
"Ooh La",3,"Medium (3-5 min)"
"Bad Habit",3,"Medium (3-5 min)"
"Taking Pictures Of You",2,"Short (< 3 min)"
"Always Where I Need To Be",2,"Short (< 3 min)"
"Sweet Emotion",5,"Long (> 5 min)"
"Oasis",1,"Short (< 3 min)"
"Keskin",3,"Medium (3-5 min)"
"Kül",4,"Medium (3-5 min)"
"Bana Unutmayı Anlat",3,"Medium (3-5 min)"
"Sen Benim Şarkılarımsın",3,"Medium (3-5 min)"
"Viran",3,"Medium (3-5 min)"
"Derinlerde",3,"Medium (3-5 min)"
"Ben Sana Veda Edemem",4,"Medium (3-5 min)"
"Atrasadinha - Live",2,"Short (< 3 min)"
"Beni Hatırladın mı",4,"Medium (3-5 min)"
"Ben Seni Çok Sevdim",3,"Medium (3-5 min)"
"Herkes Gider Mi",4,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 01",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 02",3,"Medium (3-5 min)"
"Sinto sua falta - Ao vivo",3,"Medium (3-5 min)"
"Nossa Vida Parou - Ao Vivo",2,"Short (< 3 min)"
"96 - Tausendundein Tor! - Teil 03",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 08",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 05",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 04",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 06",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 07",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 09",3,"Medium (3-5 min)"
"96 - Tausendundein Tor! - Teil 10",3,"Medium (3-5 min)"
"Carol Of The Bells",2,"Short (< 3 min)"
"Pra você acreditar - Ao vivo",3,"Medium (3-5 min)"
"You’re A Mean One, Mr. Grinch",2,"Short (< 3 min)"
"Radioactive",3,"Medium (3-5 min)"
"Underground",4,"Medium (3-5 min)"
"Shatter Me Featuring Lzzy Hale",4,"Medium (3-5 min)"
"Roundtable Rival",3,"Medium (3-5 min)"
"É natural (Participação especial de Bruno Cardoso) - Ao vivo",3,"Medium (3-5 min)"
"Christmas C’mon",3,"Medium (3-5 min)"
"Lose You Now",3,"Medium (3-5 min)"
"Crystallize",4,"Medium (3-5 min)"
"Dance Of The Sugar Plum Fairy",2,"Short (< 3 min)"
"Love U",1,"Short (< 3 min)"
"Whoopy",1,"Short (< 3 min)"
"327 (feat. Tyler, The Creator & Billie Essco)",5,"Long (> 5 min)"
"The Fly who couldn't Fly straight (feat. Tyler, The Creator)",1,"Short (< 3 min)"
"Shootouts In Soho (feat. A$AP Rocky & Stove God Cooks)",3,"Medium (3-5 min)"
"Brand New 911",2,"Short (< 3 min)"
"FlyGod Jr (feat. DJ Drama)",3,"Medium (3-5 min)"
"No Vacancy",1,"Short (< 3 min)"
"Dudley Boyz (feat. Action Bronson)",2,"Short (< 3 min)"
"Peppas (feat. Black Star)",4,"Medium (3-5 min)"
"Pirata e tesouro - Ao vivo",3,"Medium (3-5 min)"
"Du bist Boss",2,"Short (< 3 min)"
"John Gotti",3,"Medium (3-5 min)"
"EINFACH AUF DIE FRESSE",3,"Medium (3-5 min)"
"MONOPOL",3,"Medium (3-5 min)"
"BLUTMOND",2,"Short (< 3 min)"
"Infinitum",3,"Medium (3-5 min)"
"IMMERNOCH",2,"Short (< 3 min)"
"Alpha",2,"Short (< 3 min)"
"Ave Maria",3,"Medium (3-5 min)"
"Sturmmaske auf (Intro)",3,"Medium (3-5 min)"
"Vaa Vaathi",3,"Medium (3-5 min)"
"Nee Paartha Vizhigal - The Touch of Love",4,"Medium (3-5 min)"
"Innum Konjam Naeram",5,"Long (> 5 min)"
"Mastaaru Mastaaru",3,"Medium (3-5 min)"
"Enna Solla (From ""Thangamagan"") - The New Life of Tamizh",3,"Medium (3-5 min)"
"Emannavoo",3,"Medium (3-5 min)"
"Sirukki Vaasam",4,"Medium (3-5 min)"
"Etho Mazhayil",3,"Medium (3-5 min)"
"Maya Nadhi - From ""Kabali""",4,"Medium (3-5 min)"
"Pileche",5,"Long (> 5 min)"
"Make Me Feel",3,"Medium (3-5 min)"
"I Like That",3,"Medium (3-5 min)"
"Tightrope (feat. Big Boi) - Big Boi Vocal Edit",4,"Medium (3-5 min)"
"Pynk (feat. Grimes)",4,"Medium (3-5 min)"
"Yoga",3,"Medium (3-5 min)"
"Primetime (feat. Miguel)",4,"Medium (3-5 min)"
"What Is Love",3,"Medium (3-5 min)"
"Q.U.E.E.N. (feat. Erykah Badu)",5,"Long (> 5 min)"
"Screwed (feat. Zoë Kravitz)",5,"Long (> 5 min)"
"Django Jane",3,"Medium (3-5 min)"
"Infinity 2008 - Klaas Vocal Edit",3,"Medium (3-5 min)"
"Heart Swipe",2,"Short (< 3 min)"
"Mr. Saxobeat",2,"Short (< 3 min)"
"The Logical Song",2,"Short (< 3 min)"
"Into the Groove",2,"Short (< 3 min)"
"Fantasy",2,"Short (< 3 min)"
"Voyage Voyage",2,"Short (< 3 min)"
"1 0 0 1 1",2,"Short (< 3 min)"
"Look Into My Eyes",2,"Short (< 3 min)"
"Zombie",2,"Short (< 3 min)"
"Till It's Gone",4,"Medium (3-5 min)"
"You and Me",4,"Medium (3-5 min)"
"Best Friend",5,"Long (> 5 min)"
"Daddy's Lambo",3,"Medium (3-5 min)"
"Pop The Trunk",3,"Medium (3-5 min)"
"Money",5,"Long (> 5 min)"
"Catfish Billy 2",3,"Medium (3-5 min)"
"American You",3,"Medium (3-5 min)"
"Catfish Billy",4,"Medium (3-5 min)"
"Tennessee Love",4,"Medium (3-5 min)"
"Like A G6",3,"Medium (3-5 min)"
"Rocketeer",3,"Medium (3-5 min)"
"Live My Life",3,"Medium (3-5 min)"
"Turn Up The Love",3,"Medium (3-5 min)"
"Freal Luv (feat. Marshmello, Chanyeol & Tinashe)",3,"Medium (3-5 min)"
"Bang It To The Curb",3,"Medium (3-5 min)"
"Like A G6 - SkySaw Trap Remix",3,"Medium (3-5 min)"
"The Illest",3,"Medium (3-5 min)"
"Girls On the Dance Floor",3,"Medium (3-5 min)"
"Like A G6 - RedOne Remix",4,"Medium (3-5 min)"
"Set Wesley Alemão",9,"Long (> 5 min)"
"Quebradas",4,"Medium (3-5 min)"
"Deus é Perfeito",3,"Medium (3-5 min)"
"Outro Patamar",3,"Medium (3-5 min)"
"Apontei pro Céu",4,"Medium (3-5 min)"
"Anota Aí",3,"Medium (3-5 min)"
"Bem Melhor",3,"Medium (3-5 min)"
"Um Brinde pra Nós",2,"Short (< 3 min)"
"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo)",5,"Long (> 5 min)"
"Lacoste Africa",7,"Long (> 5 min)"
"New Gold (feat. Tame Impala and Bootie Brown)",3,"Medium (3-5 min)"
"Dancin - Laidback Luke Remix",6,"Long (> 5 min)"
"Take",3,"Medium (3-5 min)"
"My Thoughts",3,"Medium (3-5 min)"
"I Can Do Anything",5,"Long (> 5 min)"
"What More",3,"Medium (3-5 min)"
"Digress",2,"Short (< 3 min)"
"So Gone",3,"Medium (3-5 min)"
"TwiSted",3,"Medium (3-5 min)"
"Runnin'",3,"Medium (3-5 min)"
"Baile' ConMigo",3,"Medium (3-5 min)"
"The Story",3,"Medium (3-5 min)"
"You and Me On The Rock (feat. Lucius)",3,"Medium (3-5 min)"
"Carried Me With You",3,"Medium (3-5 min)"
"Heart's Content",3,"Medium (3-5 min)"
"This Time Tomorrow",3,"Medium (3-5 min)"
"Crowded Table",3,"Medium (3-5 min)"
"Party of One (feat. Sam Smith)",4,"Medium (3-5 min)"
"The Joke",4,"Medium (3-5 min)"
"Highwomen",3,"Medium (3-5 min)"
"Raise Hell",4,"Medium (3-5 min)"
"Seandainya",4,"Medium (3-5 min)"
"Perih",3,"Medium (3-5 min)"
