"track","tempo","tempo_category"
"Love On The Brain","172.006","Cepat"
"Umbrella","174.028","Cepat"
"Needed Me","110.898","Sedang"
"This Is What You Came For","123.962","Cepat"
"Don't Stop The Music","122.668","Cepat"
"Only Girl (In The World)","125.911","Cepat"
"Pon de Replay","99.019","Sedang"
"Stay","111.893","Sedang"
"We Found Love","127.986","Cepat"
"La Jumpa","140.02","Cepat"
"Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)","120.054","Cepat"
"Si Se Da - Remix","93.999","Sedang"
"Bottas","123.979","Cepat"
"JS4E","115.055","Sedang"
"Pa' Que La Pases Bien","110.008","Sedang"
"Infeliz","176.073","Cepat"
"La Ruta","99.915","Sedang"
"Me Ama Me Odia","135.993","Cepat"
"Me Acostumbre (feat. Bad Bunny)","124.041","Cepat"
"ULTRA SOLO REMIX","109.97","Sedang"
"La Máquina","95.027","Sedang"
"Sensacion Del Bloque","92.006","Sedang"
"AIRBNB","90.934","Sedang"
"Loco Por Perrearte - Remix","93.987","Sedang"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","94.968","Sedang"
"La Ocasión","134.045","Cepat"
"Instagram - Remix","179.951","Cepat"
"Si Quieren Frontear","81.536","Lambat"
"Caile","129.972","Cepat"
"La Bellavita (feat. Jul)","139.927","Cepat"
"La bandite","122.491","Cepat"
"J'ai tout su","175.903","Cepat"
"Cœur blanc","135.999","Cepat"
"C'est pas la mairie","113.018","Sedang"
"Namek","88.127","Lambat"
"La street","134.918","Cepat"
"Bande organisée","142.948","Cepat"
"Beuh à la noix de coco","88.024","Lambat"
"Le 100 le 100","140.009","Cepat"
"Can't Hold Us (feat. Ray Dalton)","146.097","Cepat"
"Thrift Shop (feat. Wanz)","94.993","Sedang"
"Glorious (feat. Skylar Grey)","139.994","Cepat"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","113.778","Sedang"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","92.207","Sedang"
"Good Old Days (feat. Kesha)","122.964","Cepat"
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","109.725","Sedang"
"White Walls (feat. ScHoolboy Q & Hollis)","116.492","Sedang"
"CHANT (feat. Tones And I)","112.176","Sedang"
"MANIAC (feat. Windser)","152.051","Cepat"
"House of Memories","109.952","Sedang"
"High Hopes","82.014","Lambat"
"ME! (feat. Brendon Urie of Panic! At The Disco)","182.162","Cepat"
"I Write Sins Not Tragedies","170.094","Cepat"
"Death of a Bachelor","139.256","Cepat"
"Emperor's New Clothes","94.481","Sedang"
"Don't Threaten Me with a Good Time","183.825","Cepat"
"The Ballad of Mona Lisa","124.113","Cepat"
"Hey Look Ma, I Made It","107.936","Sedang"
"Victorious","110.01","Sedang"
"Still into You","136.01","Cepat"
"Misery Business","172.977","Cepat"
"All I Wanted","144.036","Cepat"
"Hard Times","119.965","Sedang"
"The Only Exception","137.715","Cepat"
"Ain't It Fun","104.031","Sedang"
"Another Life","161.997","Cepat"
"Decode","164.057","Cepat"
"C’est Comme Ça","131.949","Cepat"
"Interlude: I'm Not Angry Anymore","112.412","Sedang"
"This Is Why","123.045","Cepat"
"Time of Our Lives","124.022","Cepat"
"So Sick","92.791","Sedang"
"Miss Independent","171.86","Cepat"
"Because Of You","109.97","Sedang"
"Sexy Love","94.02","Sedang"
"Mad","129.992","Cepat"
"Let Me Love You (Until You Learn To Love Yourself)","124.91","Cepat"
"Closer","126.051","Cepat"
"She Knows","139.982","Cepat"
"Tiring Game","128.077","Cepat"
"Let's Go (feat. Ne-Yo)","128.016","Cepat"
"I Was Never There","113.26","Sedang"
"Lost in the Fire (feat. The Weeknd)","100.966","Sedang"
"Hurt You","183.932","Cepat"
"Opr","101.033","Sedang"
"THE SUN (Prod. Gesaffelstein)","133.01","Cepat"
"Pursuit","108.982","Sedang"
"Viol","108.993","Sedang"
"Ever Now","107.995","Sedang"
"Blast Off (feat. Pharrell Williams)","100.005","Sedang"
"Destinations","102.014","Sedang"
"Tera Hone Laga Hoon","119.982","Sedang"
"Tu Jaane Na","120.042","Cepat"
"Jeena Jeena (From ""Badlapur"")","104.983","Sedang"
"O'Meri Laila","160.1","Cepat"
"Waiting For A Lifetime","122.991","Cepat"
"Pehli Nazar Mein","169.702","Cepat"
"Pehli Dafa","111.979","Sedang"
"O Saathi","89.839","Lambat"
"Main Rang Sharbaton Ka","89.975","Lambat"
"Dil Diyan Gallan","105.021","Sedang"
"Plug Walk","94.981","Sedang"
"Tere Sang Yaara","75.899","Lambat"
"Muñecas","89.89","Lambat"
"Pursuit Of Happiness - Extended Steve Aoki Remix","128.013","Cepat"
"MIC Drop (Steve Aoki Remix) - Full Length Edition","170.01","Cepat"
"Nataaoki","119.982","Sedang"
"New York ft. mazie","103.909","Sedang"
"Waste It On Me","96.097","Sedang"
"A LIGHT THAT NEVER COMES","115","Sedang"
"KULT (feat. Jasiah)","165.983","Cepat"
"Just Hold On","115","Sedang"
"Azukita","130.025","Cepat"
"WHO ELSE! (feat. Rich The Kid)","158.941","Cepat"
"That's What Tequila Does","155.928","Cepat"
"Dirt Road Anthem","127.024","Cepat"
"You Make It Easy","132.025","Cepat"
"If I Didn't Love You","184.075","Cepat"
"She's Country","172.138","Cepat"
"Got What I Got","159.847","Cepat"
"No More Friends","150.039","Cepat"
"Big Green Tractor","137.071","Cepat"
"Trouble With A Heartbreak","135.973","Cepat"
"Burnin' It Down","135.939","Cepat"
"My Kinda Party","176.962","Cepat"
"Ojalá","92.984","Sedang"
"Lifestyle (feat. Adam Levine)","123.055","Cepat"
"New Freezer (feat. Kendrick Lamar)","140.068","Cepat"
"Good Mood - Original Song From Paw Patrol: The Movie","121.46","Cepat"
"Lost Stars","82.071","Lambat"
"No One Else Like You","115.95","Sedang"
"A Higher Place","124.007","Cepat"
"Lifestyle (feat. Adam Levine) - David Guetta Slap House Mix","123.072","Cepat"
"Lost Stars - Into The Night Mix","101.023","Sedang"
"Yesterday - The Voice Performance","91.025","Sedang"
"Wings Of Stone","100.993","Sedang"
"Splashin","100.017","Sedang"
"Stay With Me","126.677","Cepat"
"Step Back!","127.996","Cepat"
"Shakira!","99.502","Sedang"
"Bunny Girl","94.955","Sedang"
"Mine","130.964","Cepat"
"Shut It","117.931","Sedang"
"DANCE!","124.947","Cepat"
"Zoom!","124.069","Cepat"
"Ash Kaashh","116.994","Sedang"
"Come Thru (feat. Shady Moon & Ciscaux)","129.978","Cepat"
"Free (feat. Marracash & Rkomi)","78.312","Lambat"
"IMPORTANTE","87.962","Lambat"
"∞ LOVE (feat. Guè)","125.002","Cepat"
"CRUDELIA - I nervi","109.862","Sedang"
"CRAZY LOVE","123.003","Cepat"
"DUBBI","92.915","Sedang"
"LION (feat. Chris Brown & Brandon Lake)","134.035","Cepat"
"NEMESI (feat. BLANCO)","120.02","Cepat"
"Niente Canzoni D'Amore - Inedito","83.021","Lambat"
"No wallet (feat. Marracash)","95.51","Sedang"
"Tik Tok RMX (feat. Marracash, Guè, Paky & Geolier)","120.022","Cepat"
"Perfecta","179.946","Cepat"
"Tu Sin Mi","83.963","Lambat"
"Arbol Sin Hojas","167.637","Cepat"
"Hoja en Blanco","140.039","Cepat"
"Motion","83.992","Lambat"
"Where's Dexter","137.983","Cepat"
"Mi Amor","170.003","Cepat"
"Así Fue - En Vivo","102.578","Sedang"
"Salvame","173.732","Cepat"
"Verte","150.181","Cepat"
"Nada","88.947","Lambat"
"Dias De Sol Nublados","80.024","Lambat"
"KANATA HALUKA","79.95","Lambat"
"Suzume","78.01","Lambat"
"Sparkle - movie ver.","123.993","Cepat"
"Dream lantern","175.6","Cepat"
"Zenzenzense - movie ver.","189.776","Cepat"
"Nandemonaiya - movie ver.","167.936","Cepat"
"Kimi to Hitsuji to Ao","164.109","Cepat"
"TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix","159.949","Cepat"
"Ms. Phenomenal","78.035","Lambat"
"Seikai - 18Fes Version","82.351","Lambat"
"Sokkenai","109.916","Sedang"
"Madura","175.96","Cepat"
"Me Ama Me Odia","135.993","Cepat"
"Te Busco","178.052","Cepat"
"Prrrum","90.045","Sedang"
"Manicomio","180.051","Cepat"
"Feelin' Like Tunechi","85.843","Lambat"
"Guaya","171.764","Cepat"
"Ta To Gucci (Remix)","187.991","Cepat"
"23","168.513","Cepat"
"La boda (feat. O'Neill & Kendo)","82.931","Lambat"
"Momentos","174.147","Cepat"
"Chicken Fried","169.861","Cepat"
"Knee Deep (feat. Jimmy Buffett)","90.99","Sedang"
"Toes","129.971","Cepat"
"Colder Weather","135.975","Cepat"
"Out In The Middle","166.031","Cepat"
"Homegrown","105.024","Sedang"
"Whatever It Is","83.969","Lambat"
"As She's Walking Away (feat. Alan Jackson)","183.908","Cepat"
"Loving You Easy","99","Sedang"
"Free","75.752","Lambat"
"Falta Você","167.937","Cepat"
"Deixa Tudo Como Tá - Ao Vivo","142.848","Cepat"
"Pé Na Areia - Ao Vivo","87.98","Lambat"
"A Fila Anda - Ao Vivo","141.427","Cepat"
"Papo Furado / Quero Mais / História de Cinema / Amor Eterno","88.625","Lambat"
"Ponto Fraco - Ao Vivo","151.733","Cepat"
"Domingando - Ao Vivo","87.515","Lambat"
"Amor Difícil - Ao vivo","142.157","Cepat"
"Dividido","155.946","Cepat"
"Pot-Pourri: Temporal / Velocidade da Luz - Ao Vivo","91.442","Sedang"
"Still Counting","103.89","Sedang"
"A Warrior's Call","109.121","Sedang"
"For Evigt","146.971","Cepat"
"Shotgun Blues","149.082","Cepat"
"Lola Montez","151.986","Cepat"
"The Devil's Bleeding Crown","109.649","Sedang"
"See A Victory","154.739","Cepat"
"Wait A Minute My Girl","183.981","Cepat"
"Fallen","72.55","Lambat"
"Becoming","120.025","Cepat"
"Guitar Gangsters & Cadillac Blood","76.902","Lambat"
"Mientes","170.391","Cepat"
"TAlk tO Me (with Rich The Kid)","159.97","Cepat"
"Todo Cambió","173.85","Cepat"
"Color Esperanza 2020","106.002","Sedang"
"Aléjate de Mí","145.772","Cepat"
"Sólo para Ti","77.589","Lambat"
"Resistiré","199.844","Cepat"
"2 On (feat. ScHoolboy Q)","101.013","Sedang"
"Coleccionista de Canciones","142.308","Cepat"
"De Qué Me Sirve la Vida","149.399","Cepat"
"Bésame","174.167","Cepat"
"Abrázame","150.936","Cepat"
"La Gozadera (feat. Marc Anthony)","95.036","Sedang"
"Color Esperanza 2020","106.002","Sedang"
"3 A.M.","101.99","Sedang"
"Soy Yo","111.994","Sedang"
"Traidora (feat. Marc Anthony)","94.995","Sedang"
"Háblame de Miami","110.016","Sedang"
"Muchacha","115.976","Sedang"
"Mas Macarena (feat. Los Del Rio)","105.03","Sedang"
"Si Tú No Estás","92.99","Sedang"
"Si No Vuelves","92.021","Sedang"
"The Downfall Of Us All","129.947","Cepat"
"If It Means A Lot To You","127.001","Cepat"
"Miracle","160.028","Cepat"
"All I Want","160.042","Cepat"
"All Signs Point To Lauderdale","149.95","Cepat"
"Have Faith In Me","149.996","Cepat"
"I'm Made Of Wax, Larry, What Are You Made Of?","159.93","Cepat"
"Mr. Highway's Thinking About The End","150.091","Cepat"
"Since U Been Gone","128.01","Cepat"
"Paranoia","149.859","Cepat"
"Lotus Flower Bomb (feat. Miguel)","70.189","Lambat"
"The Need to Know (feat. SZA)","94.292","Sedang"
"On Chill (feat. Jeremih)","171.016","Cepat"
"Dearly Beloved (feat. Jamie Foxx)","118.101","Sedang"
"Bad (feat. Rihanna) - Remix","114.038","Sedang"
"My Love (feat. Major Lazer, WizKid, Dua Lipa)","114.995","Sedang"
"Change","90.047","Sedang"
"Ride Out","93.003","Sedang"
"Love... (Her Fault) [feat. Bryson Tiller]","156.073","Cepat"
"Ambition (feat. Meek Mill & Rick Ross)","161.792","Cepat"
"Stereo Hearts (feat. Adam Levine)","89.99","Lambat"
"Cupid's Chokehold / Breakfast in America","78.953","Lambat"
"Ass Back Home (feat. Neon Hitch)","130.034","Cepat"
"The Fighter (feat. Ryan Tedder)","99.018","Sedang"
"Cookie Jar (feat. The-Dream)","113.053","Sedang"
"Clothes Off!!","114.987","Sedang"
"The Queen and I","160.015","Cepat"
"Taxi Driver","90.017","Sedang"
"It's OK, but Just This Once!","94.027","Sedang"
"Viva La White Girl","145.002","Cepat"
"I Want to Know What Love Is - 1999 Remaster","81.204","Lambat"
"Waiting for a Girl like You","201.327","Cepat"
"Cold as Ice","130.753","Cepat"
"Juke Box Hero","176.647","Cepat"
"Hot Blooded","117.945","Sedang"
"Urgent","114.867","Sedang"
"That Was Yesterday","114.877","Sedang"
"Graves Into Gardens (Live)","139.804","Cepat"
"I Don't Want to Live Without You","199.786","Cepat"
"Double Vision","129.546","Cepat"
"I Want to Know What Love Is","162.081","Cepat"
"Te Mando Flores","102.009","Sedang"
"Color Esperanza 2020","106.002","Sedang"
"Eres Mi Sueño - Versión Radio Edit","115.003","Sedang"
"Arroyito","93.513","Sedang"
"2005","88.917","Lambat"
"Simples Corazones (feat. Melendi)","195.95","Cepat"
"Vine a Buscarte","100.042","Sedang"
"Ven","83.808","Lambat"
"Vas A Encontrarme","93.216","Sedang"
"Pasa","91.909","Sedang"
"Alive (feat. The Moth & The Flame)","124.004","Cepat"
"When I Talk","126.026","Cepat"
"Alive (feat. The Moth & The Flame) - KREAM Remix","126.031","Cepat"
"Hypnocurrency","199.978","Cepat"
"Ghosts 'n' Stuff (feat. Rob Swire)","127.979","Cepat"
"Escape - John Summit Remix","125.992","Cepat"
"Take Me High","127.936","Cepat"
"When The Summer Dies","127.986","Cepat"
"Monophobia","128.043","Cepat"
"Coco","132.827","Cepat"
"Le Daron","147.977","Cepat"
"La Kush","135.068","Cepat"
"Dans l'appart'","132.874","Cepat"
"Lorenzo","155.017","Cepat"
"Amy Winehouse","132.05","Cepat"
"Fume à fond","75.031","Lambat"
"Arrêter le temps","137.016","Cepat"
"Charizard","114.999","Sedang"
"Honoré","97.99","Sedang"
"Sleigh Ride","91.751","Sedang"
"Frosty the Snowman","143.741","Cepat"
"Be My Baby","129.639","Cepat"
"I Saw Mommy Kissing Santa Claus","146.292","Cepat"
"Baby, I Love You","115.668","Sedang"
"Silent Night","153.421","Cepat"
"Chapel Of Love","115.575","Sedang"
"Do I Love You?","144.915","Cepat"
"You Came, You Saw, You Conquered","135.981","Cepat"
"Walking In the Rain","107.75","Sedang"
"Naive","102.765","Sedang"
"She Moves In Her Own Way","76.412","Lambat"
"Seaside","129.498","Cepat"
"Junk Of The Heart (Happy)","145.017","Cepat"
"Ooh La","150.891","Cepat"
"Bad Habit","123.071","Cepat"
"Taking Pictures Of You","135.825","Cepat"
"Always Where I Need To Be","168.355","Cepat"
"Sweet Emotion","98.02","Sedang"
"Oasis","110.006","Sedang"
"Keskin","124.95","Cepat"
"Kül","175.676","Cepat"
"Bana Unutmayı Anlat","95.025","Sedang"
"Sen Benim Şarkılarımsın","97.01","Sedang"
"Viran","110.003","Sedang"
"Derinlerde","127.956","Cepat"
"Ben Sana Veda Edemem","129.532","Cepat"
"Atrasadinha - Live","159.969","Cepat"
"Beni Hatırladın mı","107.849","Sedang"
"Ben Seni Çok Sevdim","81.397","Lambat"
"Herkes Gider Mi","73.986","Lambat"
"96 - Tausendundein Tor! - Teil 01","165.819","Cepat"
"96 - Tausendundein Tor! - Teil 02","158.124","Cepat"
"Sinto sua falta - Ao vivo","143.929","Cepat"
"Nossa Vida Parou - Ao Vivo","167.637","Cepat"
"96 - Tausendundein Tor! - Teil 03","61.79","Lambat"
"96 - Tausendundein Tor! - Teil 08","78.865","Lambat"
"96 - Tausendundein Tor! - Teil 05","61.647","Lambat"
"96 - Tausendundein Tor! - Teil 04","138.481","Cepat"
"96 - Tausendundein Tor! - Teil 06","99.675","Sedang"
"96 - Tausendundein Tor! - Teil 07","129.124","Cepat"
"96 - Tausendundein Tor! - Teil 09","74.253","Lambat"
"96 - Tausendundein Tor! - Teil 10","70.875","Lambat"
"Carol Of The Bells","167.956","Cepat"
"Pra você acreditar - Ao vivo","145.842","Cepat"
"You’re A Mean One, Mr. Grinch","107.934","Sedang"
"Radioactive","135.007","Cepat"
"Underground","93.984","Sedang"
"Shatter Me Featuring Lzzy Hale","144.948","Cepat"
"Roundtable Rival","128.069","Cepat"
"É natural (Participação especial de Bruno Cardoso) - Ao vivo","76.139","Lambat"
"Christmas C’mon","158.124","Cepat"
"Lose You Now","144.994","Cepat"
"Crystallize","140.006","Cepat"
"Dance Of The Sugar Plum Fairy","139.868","Cepat"
"Love U","143.712","Cepat"
"Whoopy","135.308","Cepat"
"327 (feat. Tyler, The Creator & Billie Essco)","79.716","Lambat"
"The Fly who couldn't Fly straight (feat. Tyler, The Creator)","81.342","Lambat"
"Shootouts In Soho (feat. A$AP Rocky & Stove God Cooks)","82.489","Lambat"
"Brand New 911","139.605","Cepat"
"FlyGod Jr (feat. DJ Drama)","140.059","Cepat"
"No Vacancy","135.831","Cepat"
"Dudley Boyz (feat. Action Bronson)","126.889","Cepat"
"Peppas (feat. Black Star)","89.97","Lambat"
"Pirata e tesouro - Ao vivo","139.981","Cepat"
"Du bist Boss","90.998","Sedang"
"John Gotti","89.995","Lambat"
"EINFACH AUF DIE FRESSE","95.946","Sedang"
"MONOPOL","97.077","Sedang"
"BLUTMOND","167.97","Cepat"
"Infinitum","95.144","Sedang"
"IMMERNOCH","143.889","Cepat"
"Alpha","92.494","Sedang"
"Ave Maria","146.157","Cepat"
"Sturmmaske auf (Intro)","91.762","Sedang"
"Vaa Vaathi","90.899","Sedang"
"Nee Paartha Vizhigal - The Touch of Love","110.055","Sedang"
"Innum Konjam Naeram","134.976","Cepat"
"Mastaaru Mastaaru","91.082","Sedang"
"Enna Solla (From ""Thangamagan"") - The New Life of Tamizh","109.891","Sedang"
"Emannavoo","109.973","Sedang"
"Sirukki Vaasam","129.869","Cepat"
"Etho Mazhayil","169.749","Cepat"
"Maya Nadhi - From ""Kabali""","135.857","Cepat"
"Pileche","101.005","Sedang"
"Make Me Feel","115.035","Sedang"
"I Like That","134.799","Cepat"
"Tightrope (feat. Big Boi) - Big Boi Vocal Edit","167.978","Cepat"
"Pynk (feat. Grimes)","100.961","Sedang"
"Yoga","130.028","Cepat"
"Primetime (feat. Miguel)","123.883","Cepat"
"What Is Love","120.064","Cepat"
"Q.U.E.E.N. (feat. Erykah Badu)","106.028","Sedang"
"Screwed (feat. Zoë Kravitz)","106.017","Sedang"
"Django Jane","101.96","Sedang"
"Infinity 2008 - Klaas Vocal Edit","128.034","Cepat"
"Heart Swipe","130.117","Cepat"
"Mr. Saxobeat","127.012","Cepat"
"The Logical Song","128.122","Cepat"
"Into the Groove","124.92","Cepat"
"Fantasy","134.911","Cepat"
"Voyage Voyage","130.015","Cepat"
"1 0 0 1 1","123.823","Cepat"
"Look Into My Eyes","140.161","Cepat"
"Zombie","119.986","Sedang"
"Till It's Gone","128.968","Cepat"
"You and Me","140.97","Cepat"
"Best Friend","135.96","Cepat"
"Daddy's Lambo","131.997","Cepat"
"Pop The Trunk","120.157","Cepat"
"Money","119.956","Sedang"
"Catfish Billy 2","123.115","Cepat"
"American You","82.986","Lambat"
"Catfish Billy","120.001","Cepat"
"Tennessee Love","119.989","Sedang"
"Like A G6","124.913","Cepat"
"Rocketeer","96.005","Sedang"
"Live My Life","128.007","Cepat"
"Turn Up The Love","123.888","Cepat"
"Freal Luv (feat. Marshmello, Chanyeol & Tinashe)","145.027","Cepat"
"Bang It To The Curb","99.876","Sedang"
"Like A G6 - SkySaw Trap Remix","144.985","Cepat"
"The Illest","142.066","Cepat"
"Girls On the Dance Floor","119.981","Sedang"
"Like A G6 - RedOne Remix","124.996","Cepat"
"Set Wesley Alemão","120.105","Cepat"
"Quebradas","112.985","Sedang"
"Deus é Perfeito","88.119","Lambat"
"Outro Patamar","129.944","Cepat"
"Apontei pro Céu","199.808","Cepat"
"Anota Aí","85.117","Lambat"
"Bem Melhor","120.011","Cepat"
"Um Brinde pra Nós","86.554","Lambat"
"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo)","129.987","Cepat"
"Lacoste Africa","106.706","Sedang"
"New Gold (feat. Tame Impala and Bootie Brown)","108.014","Sedang"
"Dancin - Laidback Luke Remix","129.058","Cepat"
"Take","92.967","Sedang"
"My Thoughts","181.71","Cepat"
"I Can Do Anything","92.927","Sedang"
"What More","122.019","Cepat"
"Digress","98.712","Sedang"
"So Gone","170.865","Cepat"
"TwiSted","114.048","Sedang"
"Runnin'","79.217","Lambat"
"Baile' ConMigo","99.963","Sedang"
"The Story","93.621","Sedang"
"You and Me On The Rock (feat. Lucius)","172.075","Cepat"
"Carried Me With You","98.384","Sedang"
"Heart's Content","109.024","Sedang"
"This Time Tomorrow","91.626","Sedang"
"Crowded Table","132.062","Cepat"
"Party of One (feat. Sam Smith)","139.056","Cepat"
"The Joke","75.367","Lambat"
"Highwomen","95.598","Sedang"
"Raise Hell","105.946","Sedang"
"Seandainya","93.968","Sedang"
"Perih","123.346","Cepat"
"Terlalu Lama","150.062","Cepat"
"Jadi Yang Kuinginkan","141.836","Cepat"
"Rasa Ini","124.986","Cepat"
"Kesepian","147.928","Cepat"
"Bersamamu","140.546","Cepat"
"Takut","77.977","Lambat"
"Dengarkan Curhatku","179.826","Cepat"
"Kepergianmu","119.928","Sedang"
"Perfect","95.05","Sedang"
"Bad Habits","126.011","Cepat"
"Shivers","141.02","Cepat"
"Shape of You","95.977","Sedang"
"Photograph","107.989","Sedang"
"Celestial","123.038","Cepat"
"Thinking out Loud","78.998","Lambat"
"Bam Bam (feat. Ed Sheeran)","94.996","Sedang"
"For My Hand (feat. Ed Sheeran)","104.059","Sedang"
"Happier","89.792","Lambat"
"Flowers","117.999","Sedang"
"Prisoner (feat. Dua Lipa)","127.99","Cepat"
"Party In The U.S.A.","96.021","Sedang"
"Wrecking Ball","119.964","Sedang"
"Angels Like You","121.981","Cepat"
"Midnight Sky","109.976","Sedang"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","114.066","Sedang"
"We Can't Stop","80.003","Lambat"
"Malibu","139.934","Cepat"
"WITHOUT YOU (with Miley Cyrus)","92.56","Sedang"
"See You Again (feat. Charlie Puth)","80.025","Lambat"
"Young, Wild & Free (feat. Bruno Mars)","94.505","Sedang"
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","169.021","Cepat"
"Black and Yellow","164.02","Cepat"
"The Thrill","126.984","Cepat"
"We Own It (Fast & Furious)","171.999","Cepat"
"Hopeless Romantic (feat. Swae Lee)","127.023","Cepat"
"So High (feat. Ghost Loft)","157.99","Cepat"
"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","165.015","Cepat"
"No Sleep","160.048","Cepat"
"One Kiss (with Dua Lipa)","123.994","Cepat"
"This Is What You Came For","123.962","Cepat"
"Summer","127.949","Cepat"
"Feel So Close - Radio Edit","127.937","Cepat"
"Outside (feat. Ellie Goulding)","128.035","Cepat"
"I'm Not Here To Make Friends","114.914","Sedang"
"We Found Love","127.986","Cepat"
"My Way","119.986","Sedang"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","101.018","Sedang"
"How Deep Is Your Love","122.003","Cepat"
"Anti-Hero","97.008","Sedang"
"Lavender Haze","96.985","Sedang"
"Don’t Blame Me","135.917","Cepat"
"Midnight Rain","139.865","Cepat"
"Blank Space","96.006","Sedang"
"cardigan","130.033","Cepat"
"Snow On The Beach (feat. Lana Del Rey)","109.957","Sedang"
"Lover","68.534","Lambat"
"You're On Your Own, Kid","120.041","Cepat"
"Bejeweled","163.999","Cepat"
"Superhero (Heroes & Villains) [with Future & Chris Brown]","116.622","Sedang"
"WAIT FOR U (feat. Drake & Tems)","83.389","Lambat"
"Too Many Nights (feat. Don Toliver & with Future)","88.048","Lambat"
"Mask Off","150.062","Cepat"
"Solo","110.964","Sedang"
"PUFFIN ON ZOOTIEZ","124.992","Cepat"
"Mad Max","149.988","Cepat"
"Way 2 Sexy (with Future & Young Thug)","136.008","Cepat"
"I Can't Save You (Interlude) [with Future & feat. Don Toliver]","143.083","Cepat"
"pushin P (feat. Young Thug)","77.502","Lambat"
"Chilla Chilla (From ""Thunivu"")","161.848","Cepat"
"Jimikki Ponnu","176.063","Cepat"
"Thenmozhi (From ""Thiruchitrambalam"")","123.95","Cepat"
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","124.078","Cepat"
"Megham Karukatha","149.966","Cepat"
"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","123.987","Cepat"
"Mayakkama Kalakkama (From ""Thiruchitrambalam"")","124.029","Cepat"
"Gundellonaa (From ""Ori Devuda"")","132.194","Cepat"
"Thaai Kelavi (From ""Thiruchitrambalam"")","82.508","Lambat"
"Vikram - Title Track","169.901","Cepat"
"Ojos Cerrados","79.981","Lambat"
"La Sinvergüenza","102.01","Sedang"
"¿Y Qué Tal Si Funciona?","130.992","Cepat"
"141","122.451","Cepat"
"El Color de Tus Ojos","123.95","Cepat"
"Háblame De Ti","145.06","Cepat"
"Me Vas a Extrañar","144.942","Cepat"
"La Casita","112.479","Sedang"
"Me Dejé Ir Con Todo","116.447","Sedang"
"A Lo Mejor","129.973","Cepat"
"There Is a Light That Never Goes Out - 2011 Remaster","136.162","Cepat"
"This Charming Man - 2011 Remaster","103.912","Sedang"
"Heaven Knows I'm Miserable Now - 2011 Remaster","114.045","Sedang"
"Back to the Old House - 2011 Remaster","104.13","Sedang"
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster","91.581","Sedang"
"How Soon Is Now? - 2011 Remaster","190.818","Cepat"
"This Night Has Opened My Eyes - 2011 Remaster","100.038","Sedang"
"Bigmouth Strikes Again - 2011 Remaster","134.799","Cepat"
"I Know It's Over - 2011 Remaster","113.311","Sedang"
"Panic - 2011 Remaster","130.476","Cepat"
"Unforgettable","97.985","Sedang"
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)","130.009","Cepat"
"Chit Chat","103.945","Sedang"
"Je M'appelle (feat. Tion Wayne & French Montana) - Remix","141.174","Cepat"
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","171.921","Cepat"
"All The Way Up (feat. Infared)","175.158","Cepat"
"No Stylist (feat. Drake)","147.123","Cepat"
"FU (feat. French Montana)","190.029","Cepat"
"Tip Toe (feat. French Montana)","98.062","Sedang"
"Hurtin' Me","203.712","Cepat"
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","169.888","Cepat"
"Summer of Love (Shawn Mendes & Tainy)","123.988","Cepat"
"Callaita","176.086","Cepat"
"Adicto (with Anuel AA & Ozuna)","80.002","Lambat"
"UN DIA (ONE DAY)","168.124","Cepat"
"Agua (with J Balvin)","100.094","Sedang"
"To My Love - Tainy Remix","99.996","Sedang"
"Pensándote","170.023","Cepat"
"Imaginaste","179.966","Cepat"
"Sci-Fi","100.015","Sedang"
"Dil Ko Karaar Aaya (From ""Sukoon"")","147.986","Cepat"
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","87.029","Lambat"
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","109.974","Sedang"
"Taaron Ke Shehar","79.736","Lambat"
"Bijli","108.786","Sedang"
"Dilbar (From ""Satyameva Jayate"")","104.054","Sedang"
"Kala Chashma","106.026","Sedang"
"O Saki Saki (From ""Batla House"")","108.014","Sedang"
"Gali Gali (From ""Kgf Chapter 1"")","126.013","Cepat"
"Valentine's Mashup 2019","97.974","Sedang"
"Space Song","147.067","Cepat"
"Silver Soul","135.032","Cepat"
"Myth","141.965","Cepat"
