"track","tempo","tempo_category"
"Día De Pago","127.988","Cepat"
"Después de las 12 - Remix","92.975","Sedang"
"Pienso en Ella","99.929","Sedang"
"Vengo De Nada","104.991","Sedang"
"Esquece - Ao Vivo","91.796","Sedang"
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","87.029","Lambat"
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")","173.915","Cepat"
"Rang Lageya","108.014","Sedang"
"Dil De Diya (From ""Thank God"")","83.686","Lambat"
"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")","96.025","Sedang"
"Tera Yaar Hoon Main","83.978","Lambat"
"Paniyon Sa","75.03","Lambat"
"Dónde Estás","90.022","Sedang"
"Mitti Di Khushboo","94.989","Sedang"
"Dil Na Jaaneya","131.972","Cepat"
"Dekhte Dekhte","105.04","Sedang"
"Loca","113.058","Sedang"
"Cómo Le Digo","129.958","Cepat"
"Mañosa","124.018","Cepat"
"Hace Calor","129.976","Cepat"
"Vete","139.683","Cepat"
"Tranka","98.019","Sedang"
"B.U.H.O","128.01","Cepat"
"Lauty Gram | Omar Algo Anda Mal #3","129.93","Cepat"
"Bésame","129.969","Cepat"
"Diablona","89.022","Lambat"
"Water Under The Bridge","133.889","Cepat"
"Body Like A Back Road","98.977","Sedang"
"House Party","103.966","Sedang"
"Start Nowhere","82.962","Lambat"
"23","98.004","Sedang"
"Break Up In A Small Town","136.044","Cepat"
"Wishful Drinking (with Sam Hunt)","79.018","Lambat"
"Take Your Time","158.031","Cepat"
"when was it over? (feat. Sam Hunt)","129.958","Cepat"
"Make You Miss Me","146.005","Cepat"
"Love Shot","145.883","Cepat"
"Monster","150","Cepat"
"The Eve","135.104","Cepat"
"CALL ME BABY","100.03","Sedang"
"Growl","89.993","Lambat"
"Ko Ko Bop","145.983","Cepat"
"Lotto","99.996","Sedang"
"Obsession","129.992","Cepat"
"Tempo","115.944","Sedang"
"Don't Go","156.02","Cepat"
"Barbaadiyan","126.966","Cepat"
"Qaafirana","169.92","Cepat"
"Kyaa Baat Haii 2.0","93.951","Sedang"
"Najaa (From ""Sooryavanshi"")","93.97","Sedang"
"Munda Sona Hoon Main (From ""Shehzada"")","130.024","Cepat"
"Aise Kyun","172.115","Cepat"
"BurjKhalifa (From ""Laxmii"")","106.968","Sedang"
"Naach Meri Rani","97.036","Sedang"
"Love Mashup 2019","97.947","Sedang"
"Oh Oh - The First Love of Tamizh","85.002","Lambat"
"Tadow","121.726","Cepat"
"Mystery Lady","76.006","Lambat"
"Navajo","88.545","Lambat"
"Say You Want Me","112.978","Sedang"
"Good & Plenty - Remix","135.86","Cepat"
"You Never Visit Me","80.221","Lambat"
"Casa Lopez","138.059","Cepat"
"Yamz","77.045","Lambat"
"Hate The Club (feat. Masego)","105.026","Sedang"
"Queen Tings","88.006","Lambat"
"It's Called: Freefall","97.944","Sedang"
"Cocaine Jesus","119.903","Sedang"
"Devil Like Me","123.082","Cepat"
"Painkillers","114.938","Sedang"
"First Class","89.961","Lambat"
"All That and More (Sailboat)","83.237","Lambat"
"All's Well That Ends","119.968","Sedang"
"Heart","78.603","Lambat"
"When It Lands","120.025","Cepat"
"Work Out","129.993","Cepat"
"Intimidated (feat. H.E.R.)","112.009","Sedang"
"YOU'RE THE ONE","118.048","Sedang"
"10%","107.99","Sedang"
"Be Your Girl (Kaytranada Edition)","115.012","Sedang"
"CHANCES","106.003","Sedang"
"What You Need","111.038","Sedang"
"Vex Oh (feat. Eight9FLY)","112.402","Sedang"
"Twin Flame","100.489","Sedang"
"GOT IT GOOD","80.266","Lambat"
"LITE SPOTS","120.461","Cepat"
"Canela","116.954","Sedang"
"LQRA Session #5","120.019","Cepat"
"Si Nunca Va a Amanecer","89.35","Lambat"
"Los No Tan Tristes","86.723","Lambat"
"Invisibles","84.048","Lambat"
"Esta Noche","90.725","Sedang"
"Si Tú Te Vas","80.982","Lambat"
"LQRA Session #9","92.407","Sedang"
"Aquí Todo Esta Bien","91.972","Sedang"
"Vegetales Con Pescado","84.904","Lambat"
"ADICTO (feat. Best, Bayriton)","177.899","Cepat"
"PA K TE ENAMORE","96.005","Sedang"
"Tarima","97.985","Sedang"
"Dime","97.979","Sedang"
"Mujeriego","98.021","Sedang"
"Lealtad","98.019","Sedang"
"Parcerita","93.969","Sedang"
"Mirador","174.053","Cepat"
"Kilo De Amigas","98.986","Sedang"
"FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)","94.964","Sedang"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","94.968","Sedang"
"Marte","90.028","Sedang"
"Luna","100.012","Sedang"
"Lo siento (feat. Sofía Reyes)","79.719","Lambat"
"¿Qué Ha Pasao'?","178.24","Cepat"
"Casualidad","173.906","Cepat"
"Dancing On Dangerous","105.057","Sedang"
"Mal de Amores","90.043","Sedang"
"24-Jul","172.045","Cepat"
"R.I.P. (feat. Rita Ora & Anitta)","100.074","Sedang"
"Work from Home (feat. Ty Dolla $ign)","105.017","Sedang"
"Worth It (feat. Kid Ink)","99.987","Sedang"
"That's My Girl","202.049","Cepat"
"Worth It","99.984","Sedang"
"I'm In Love With a Monster","145.059","Cepat"
"BO$$","103.016","Sedang"
"Sledgehammer","99.98","Sedang"
"All In My Head (Flex) (feat. Fetty Wap)","95.04","Sedang"
"Miss Movin' On","75","Lambat"
"Down (feat. Gucci Mane)","196.121","Cepat"
"Somebody To You","86.978","Lambat"
"All Night","144.992","Cepat"
"Can We Dance","130.135","Cepat"
"Just My Type","125.014","Cepat"
"All Night - Slowed N Reverb","115.968","Sedang"
"Middle Of The Night","130.093","Cepat"
"I Found A Girl","89.982","Lambat"
"Jingle Bell Rock","121.065","Cepat"
"Oh Cecilia (Breaking My Heart)","100.014","Sedang"
"All The Lies (with Felix Jaehn & The Vamps)","102.023","Sedang"
"Revenge","139.999","Cepat"
"Hope","146.04","Cepat"
"Everybody Dies In Their Nightmares","129.953","Cepat"
"Jocelyn Flores","134.021","Cepat"
"SAD!","75.023","Lambat"
"Moonlight","128.009","Cepat"
"Fuck Love (feat. Trippie Redd)","131.036","Cepat"
"Look At Me!","139.059","Cepat"
"Falling Down - Bonus Track","120.013","Cepat"
"changes","64.934","Lambat"
"I Like You (A Happier Song) (with Doja Cat)","100.964","Sedang"
"Woman","107.998","Sedang"
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","159.969","Cepat"
"Streets","90.035","Sedang"
"Need to Know","130.041","Cepat"
"You Right","128.986","Cepat"
"Kiss Me More (feat. SZA)","110.97","Sedang"
"Get Into It (Yuh)","91.942","Sedang"
"Wine Pon You (feat. Konshens)","95.035","Sedang"
"Ain't Shit","124.097","Cepat"
"Just Wanna Rock","150.187","Cepat"
"20 Min","123.426","Cepat"
"XO Tour Llif3","155.096","Cepat"
"The Way Life Goes (feat. Oh Wonder)","82.008","Lambat"
"Money Longer","136.173","Cepat"
"just wanna rock (Lil Uzi Vert) - Sped Up Version","161.76","Cepat"
"Erase Your Social","140.058","Cepat"
"Neon Guts (feat. Pharrell Williams)","119.934","Sedang"
"Drankin N Smokin","151.951","Cepat"
"Myron","155.047","Cepat"
"Kill Bill","88.98","Lambat"
"Nobody Gets Me","99.796","Sedang"
"Low","145.044","Cepat"
"Snooze","143.008","Cepat"
"Blind","114.225","Sedang"
"Shirt","120.009","Cepat"
"All The Stars (with SZA)","96.924","Sedang"
"Love Language","65.038","Lambat"
"Seek & Destroy","152.069","Cepat"
"Ghost in the Machine (feat. Phoebe Bridgers)","124.979","Cepat"
"...And to Those I Love, Thanks for Sticking Around","113.983","Sedang"
"Antarctica","105.945","Sedang"
"Kill Yourself (Part III)","105.977","Sedang"
"Paris","106.058","Sedang"
"Matte Black","75.003","Lambat"
"1000 Blunts","132.99","Cepat"
"Runnin' Thru the 7th with My Woadies","112.082","Sedang"
"My Flaws Burn Through My Skin Like Demonic Flames from Hell","125.98","Cepat"
"For the Last Time","140.078","Cepat"
"I Dream of Chrome","149.994","Cepat"
"You Proof","119.706","Sedang"
"Wasted On You","196","Cepat"
"Whiskey Glasses","149.959","Cepat"
"Thought You Should Know","139.993","Cepat"
"One Thing At A Time","141.982","Cepat"
"Chasin' You","97.074","Sedang"
"More Than My Hometown","126.019","Cepat"
"Cover Me Up","128.01","Cepat"
"Tennessee Fan","76.01","Lambat"
"Sand In My Boots","69.877","Lambat"
"Star Shopping","93.07","Sedang"
"Falling Down - Bonus Track","120.013","Cepat"
"nuts","62.007","Lambat"
"white tee","149.991","Cepat"
"Save That Shit","106","Sedang"
"beamer boy","123.989","Cepat"
"your favorite dress","129.966","Cepat"
"witchblades","143.968","Cepat"
"Spotlight","150.06","Cepat"
"Life is Beautiful","135.056","Cepat"
"There's Nothing Holdin' Me Back","121.998","Cepat"
"Treat You Better","82.695","Lambat"
"Mercy","148.128","Cepat"
"Señorita","116.967","Sedang"
"Stitches","149.789","Cepat"
"Summer of Love (Shawn Mendes & Tainy)","123.988","Cepat"
"When You're Gone","147.148","Cepat"
"It'll Be Okay","78.262","Lambat"
"Imagination","89.948","Lambat"
"In My Blood","140.025","Cepat"
"Going, Going, Gone","159.931","Cepat"
"Beautiful Crazy","103.313","Sedang"
"When It Rains It Pours","128.027","Cepat"
"The Kind of Love We Make","102.025","Sedang"
"Forever After All","151.964","Cepat"
"Beer Never Broke My Heart","77.001","Lambat"
"She Got the Best of Me","150.99","Cepat"
"Hurricane","75.977","Lambat"
"Better Together","138.002","Cepat"
"One Number Away","144.075","Cepat"
"En La De Ella","96.99","Sedang"
"Volando - Remix","153.979","Cepat"
"TUS LÁGRIMAS","173.963","Cepat"
"5 Estrellas","177.854","Cepat"
"Desde Mis Ojos - Remix","93.978","Sedang"
"Foto En Panty","100.05","Sedang"
"Relación - Remix","171.943","Cepat"
"Quizas","176.075","Cepat"
"911 (Remix)","93.02","Sedang"
"Otro Trago - Remix","175.988","Cepat"
"ALL MINE","141.967","Cepat"
"Clouded","65.203","Lambat"
"Trust","92.009","Sedang"
"Poison","117.489","Sedang"
"lost souls (with Brent Faiyaz)","169.994","Cepat"
"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)","140.223","Cepat"
"Been Away","132.798","Cepat"
"Rehab (Winter In Paris)","144.211","Cepat"
"GRAVITY (FEAT. TYLER, THE CREATOR)","163.908","Cepat"
"DEAD MAN WALKING","143.984","Cepat"
"Drowning (feat. Kodak Black)","129.014","Cepat"
"ZEZE (feat. Travis Scott & Offset)","98.043","Sedang"
"Wake Up in the Sky","143.01","Cepat"
"Super Gremlin","72.993","Lambat"
"King Snipe","125.061","Cepat"
"Water (Drowning Pt. 2) [feat. Kodak Black]","129.976","Cepat"
"No Flockin'","117.532","Sedang"
"Silent Hill","140.07","Cepat"
"Transportin'","94.053","Sedang"
"Love & War","145.09","Cepat"
"Leão","129.999","Cepat"
"Te Amo Demais","114.023","Sedang"
"Mal Feito - Ao Vivo","123.942","Cepat"
"Vai Lá Em Casa Hoje","157.612","Cepat"
"Esqueça-Me Se For Capaz","122.013","Cepat"
"Troca de Calçada","99.967","Sedang"
"Presepada","166.199","Cepat"
"Graveto - Ao Vivo","93.052","Sedang"
"Insônia - Ao Vivo","147.904","Cepat"
"Não Sei o Que Lá","115.947","Sedang"
"Melting","115.263","Sedang"
"telepatía","83.97","Lambat"
"I Wish you Roses","141.889","Cepat"
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","79.64","Lambat"
"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","110.02","Sedang"
"Dead To Me","119.001","Sedang"
"Your Teeth In My Neck","116","Sedang"
"Drugs N Hella Melodies (feat. Kali Uchis)","147","Cepat"
"NO HAY LEY","122.036","Cepat"
"Just A Stranger (feat. Steve Lacy)","108.031","Sedang"
"Swim","120.134","Cepat"
"Friends","107.34","Sedang"
"Consume (feat. Goon Des Garcons)","146.113","Cepat"
"Into It","130.053","Cepat"
"Slow Down","129.967","Cepat"
"Right Here","159.881","Cepat"
"Moonlight","134.785","Cepat"
"Meddle About","77.795","Lambat"
"Church","112.99","Sedang"
"Okay","130.049","Cepat"
"Enemy (with JID) - from the series Arcane League of Legends","77.011","Lambat"
"Legends Never Die","140.078","Cepat"
"Enemy - From the series Arcane League of Legends","77.029","Lambat"
"RISE","176.791","Cepat"
"Everything Goes On","156.957","Cepat"
"Warriors","185.121","Cepat"
"Fire To The Fuse","173.92","Cepat"
"Phoenix","167.806","Cepat"
"Legends Never Die - (Remix)","154.918","Cepat"
"Playground (from the series Arcane League of Legends)","157.399","Cepat"
"Cookies N' Cream (feat. ANNA & Sfera Ebbasta)","123.691","Cepat"
"X CASO (feat. Sfera Ebbasta)","100.021","Sedang"
"Alleluia (feat. Sfera Ebbasta)","133.105","Cepat"
"PIOVE (feat. Sfera Ebbasta)","187.835","Cepat"
"Hace Calor - Remix","130.021","Cepat"
"s!r! (feat. Lazza & Sfera Ebbasta)","149.926","Cepat"
"Mamma Mia","99.971","Sedang"
"MI FAI IMPAZZIRE","169.941","Cepat"
"Bang Bang","95.021","Sedang"
"NUOVO RANGE (con SFERA EBBASTA)","82.54","Lambat"
"How Do I Say Goodbye","81.552","Lambat"
"Be Alright","126.421","Cepat"
"Half A Man","77.765","Lambat"
"Waves","156.879","Cepat"
"Hurtless","162.816","Cepat"
"Lost Without You (with Dean Lewis)","117.901","Sedang"
"Be Alright - Acoustic","126.242","Cepat"
"Never Really Loved Me (with Dean Lewis)","118.005","Sedang"
"How Do I Say Goodbye - Acoustic","169.251","Cepat"
"Looks Like Me","110.659","Sedang"
"La vie qu'on mène","113.204","Sedang"
"Jefe","120.985","Cepat"
"Jolie (feat. Ninho)","134.067","Cepat"
"VVS","167.983","Cepat"
"La Marseillaise","125.034","Cepat"
"Goutte d'eau","137.826","Cepat"
"Lettre à une femme","149.367","Cepat"
"Putana","103.849","Sedang"
"Vérité","157.022","Cepat"
"Maman ne le sait pas (feat. Niska)","145.008","Cepat"
"Medallo","90.02","Sedang"
"Nena Maldición (feat. Lenny Tavárez)","118.96","Sedang"
"Hola - Remix","181.891","Cepat"
"Toda - Remix","79.994","Lambat"
"Elegí (feat. Dímelo Flow)","171.965","Cepat"
"Parce (feat. Justin Quiles)","83.897","Lambat"
"Ella - Remix","180.062","Cepat"
"Mírame - Remix","176.04","Cepat"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","170.001","Cepat"
"En Tu Cuerpo - Remix","156.013","Cepat"
"A Culpa É Nossa - Ao Vivo","138.057","Cepat"
"Perfeito Pra Ficar Sozinho - Ao Vivo","90.551","Sedang"
"Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus","146.079","Cepat"
"Esqueça-Me Se For Capaz","122.013","Cepat"
"Presepada","166.199","Cepat"
"Não Sei o Que Lá","115.947","Sedang"
"Motel Afrodite","125.851","Cepat"
"Todo Mundo Menos Você","131.914","Cepat"
"Medo Bobo - Ao Vivo","91.989","Sedang"
"Fã Clube","101.912","Sedang"
"Where Are You Now","120.966","Cepat"
"Back To You","115.954","Sedang"
"Are You With Me - Radio Edit","121.031","Cepat"
"Questions","123.962","Cepat"
"Reality","122.08","Cepat"
"Rise","122.076","Cepat"
"Crazy","114.975","Sedang"
"Kesariya - Lost Frequencies Remix","125.995","Cepat"
"Love To Go","104.022","Sedang"
"Chemical High","117.988","Sedang"
"2002","96.133","Sedang"
"PSYCHO","160.743","Cepat"
"FRIENDS","95.079","Sedang"
"Rewrite The Stars (with James Arthur & Anne-Marie)","125.944","Cepat"
"I Just Called","138.997","Cepat"
"Our Song","80.95","Lambat"
"Kiss My (Uh Oh)","103.948","Sedang"
"fuck, i'm lonely","94.992","Sedang"
"Her","119.849","Sedang"
"Ciao Adios","106.098","Sedang"
"Sunflower - Spider-Man: Into the Spider-Verse","89.96","Lambat"
"Unforgettable","97.985","Sedang"
"Be Like That - feat. Swae Lee & Khalid","86.97","Lambat"
"Arms Around You (feat. Maluma & Swae Lee)","104.969","Sedang"
"Hopeless Romantic (feat. Swae Lee)","127.023","Cepat"
"Won't Be Late (feat. Drake)","123.936","Cepat"
"Powerglide (feat. Juicy J) - From SR3MM","173.948","Cepat"
"Close To Me","144.081","Cepat"
"Guatemala - From Swaecation","100.989","Sedang"
"In The Dark (with Jhené Aiko)","98.077","Sedang"
"Debo Entender","72.156","Lambat"
"Te Ire A Buscar","89.954","Lambat"
"Cuidando El Territorio","180.11","Cepat"
"Por Mi México","80.008","Lambat"
"Así Soy","119.94","Sedang"
"Todo Va Estar Bien","137.668","Cepat"
"Grandes Ligas","90.049","Sedang"
"Sigo Esperando Que Vuelvas (feat. Los Golpes)","149.869","Cepat"
"La Que Se Fue","99.965","Sedang"
"Tu Y Yo","135.96","Cepat"
"Nights Like This (feat. Ty Dolla $ign)","146.163","Cepat"
"Gangsta","121.801","Cepat"
"Toxic","111.737","Sedang"
"Can I","119.537","Sedang"
"Done for Me (feat. Kehlani)","112.009","Sedang"
"Good Thing (with Kehlani)","185.913","Cepat"
"Honey","96.792","Sedang"
"Ring (feat. Kehlani)","106.029","Sedang"
"up at night (feat. justin bieber)","100.012","Sedang"
"Distraction","120.959","Cepat"
"Revoada do Tubarão 3","95.023","Sedang"
"EU VOU COM CARINHO ELA QUER COM FORÇA","129.854","Cepat"
"Set dos Casados","199.884","Cepat"
"Final do Ano","130.027","Cepat"
"Áudio Que Te Entrega - Faixa Bônus","145.972","Cepat"
"Quando Apaga A Luz - Ao Vivo","149.918","Cepat"
"Set do G15 - A Revoada Começou","86.698","Lambat"
"Não Vou Te Bloquear - Ao vivo","159.958","Cepat"
"Liberdade (Quando o Grave Bate Forte)","129.988","Cepat"
"A Pagodeira - Ao Vivo","82.923","Lambat"
"Botella Tras Botella","106.891","Sedang"
"Se Me Olvidó","89.019","Lambat"
"One Love","93.014","Sedang"
"Nunca Te Pude Alcanzar","74.21","Lambat"
"Ojos Tumbados","170.121","Cepat"
"Complicado","89.982","Lambat"
"Huracán","86.012","Lambat"
"Cypher","82.041","Lambat"
"Los No Tan Tristes","86.723","Lambat"
"Invisibles","84.048","Lambat"
"death bed (coffee for your head)","144.026","Cepat"
"the perfect pair","146.053","Cepat"
"Tired","140.037","Cepat"
"Coffee","118.734","Sedang"
"Cologne","130.015","Cepat"
"Sunny day","92.999","Sedang"
"The Moon Song","93.768","Sedang"
"Apple Cider","138.008","Cepat"
"Dance with Me","199.95","Cepat"
"If You Want To","115.979","Sedang"
"All By Myself","123.041","Cepat"
"Melody","123.017","Cepat"
"Stay the Night","124.034","Cepat"
"Radio","126.019","Cepat"
"Lasting Lover","125.983","Cepat"
"You for Me","126.031","Cepat"
"Living Without You","125.003","Cepat"
"Rely On Me","124.968","Cepat"
"Easy Love","123.976","Cepat"
"if we never met - remix","114.994","Sedang"
"3:00 AM","89.951","Lambat"
"Netflixxx","134.82","Cepat"
"Me Ama Me Odia","135.993","Cepat"
"Asesina","94.195","Sedang"
"Velitas","165.951","Cepat"
"S.O.S.","99.994","Sedang"
"Desnudarte","90.99","Sedang"
"Aroma","97.035","Sedang"
"Asesina - Remix","94.194","Sedang"
"Bipolar","76.031","Lambat"
"Psycho","139.987","Cepat"
"Feel My Rhythm","157.964","Cepat"
"Bad Boy","149.985","Cepat"
"Birthday","149.949","Cepat"
"러시안 룰렛 Russian Roulette","129.986","Cepat"
"Peek-A-Boo","114.953","Sedang"
"BYE BYE","116.129","Sedang"
"Queendom","119.959","Sedang"
"Red Flavor","125.042","Cepat"
"Day 1","171.93","Cepat"
"Thank God","99.945","Sedang"
"Be Like That - feat. Swae Lee & Khalid","86.97","Lambat"
"One Thing Right","88.042","Lambat"
"Heaven","80.006","Lambat"
"What Ifs (feat. Lauren Alaina)","125.976","Cepat"
"Memory","113.326","Sedang"
"Like I Love Country Music","124.986","Cepat"
"Famous Friends","102.008","Sedang"
"Good as You","153.653","Cepat"
"Homesick","97.028","Sedang"
"Malibu Nights","74.002","Lambat"
"I Quit Drinking","95.002","Sedang"
"13","133.963","Cepat"
"Mean It","96.001","Sedang"
"dancing in the kitchen","94.024","Sedang"
"ILYSB - STRIPPED","83.851","Lambat"
"Thick And Thin","99.996","Sedang"
"ILYSB","100.026","Sedang"
"pink skies","103.968","Sedang"
"Thru These Tears","119.945","Sedang"
"Crazy What Love Can Do","122.872","Cepat"
"21 Reasons (feat. Ella Henderson)","123.96","Cepat"
"Hurricane","125.947","Cepat"
"All For You (with Ella Henderson)","102.611","Sedang"
"Risk It All","124.03","Cepat"
"Friends","97.056","Sedang"
"Ghost","104.975","Sedang"
"I Go Dancing (feat. Ella Henderson)","109.889","Sedang"
"Let’s Go Home Together","78.31","Lambat"
"Blame It On The Mistletoe","114.917","Sedang"
"Beijo de Glicose - Ao Vivo","99.934","Sedang"
"Meio Fio - Ao Vivo","164.371","Cepat"
"Assume a Gente - Ao Vivo","104.089","Sedang"
"Cheiro e Cabelo - Ao Vivo","156.388","Cepat"
"Facas - Ao Vivo","160.984","Cepat"
"Frequência de Saudade - Ao Vivo","147.868","Cepat"
"Desbloqueado - Ao Vivo","75.188","Lambat"
"O Alvo (feat. Henrique & Juliano) - Ao Vivo","126.821","Cepat"
"Infarto","124.817","Cepat"
"Sua Escolha","167.969","Cepat"
"Ferrari","125.004","Cepat"
"Ferrari - Remix","124.974","Cepat"
"Ferrari - Oliver Heldens Remix","124.957","Cepat"
"You Give Me A Feeling","126.03","Cepat"
"Disconnected","125.995","Cepat"
"Ferrari - D1MA Remix","124.912","Cepat"
"Ayer Me Llamó Mi Ex (feat. Lenny Santos)","117.007","Sedang"
"More Than Friends","122.985","Cepat"
"Dancing","125.033","Cepat"
"Good Luck","125.927","Cepat"
"Crazy What Love Can (with Becky Hill & Ella Henderson) - David Guetta & James Hype Remix","126.004","Cepat"
"Where Did You Go? (feat. MNEK)","127.034","Cepat"
"OUT OUT (feat. Charli XCX & Saweetie)","123.97","Cepat"
"You Don't Know Me (feat. RAYE)","123.977","Cepat"
"2 Die 4 (Jax Jones Midnight Snacks Remix)","125.014","Cepat"
"All Day And Night","121.924","Cepat"
"Instruction (feat. Demi Lovato & Stefflon Don)","121.074","Cepat"
"Lonely Heart","123.973","Cepat"
"i miss u (with Au/Ra)","124.075","Cepat"
"Good Luck (with Jax Jones & Galantis)","121.98","Cepat"
"Easy Lover - Jax Jones Remix","124.007","Cepat"
"Atlantis","166.159","Cepat"
"Atlantis - Extra Sped Up Version","99.808","Sedang"
"Atlantis - Sped Up Version","90.043","Sedang"
"Oceans","129.026","Cepat"
"Vete","139.683","Cepat"
"Pictures","135.775","Cepat"
