"track","artist","instrumentalness","url_youtube"
"Delusions of Saviour","Slayer","0.814","https://www.youtube.com/watch?v=8zHY5HeZzYk"
"Enim er'u","Dybbukk","0.813","https://www.youtube.com/watch?v=YnTPZwlR3d8"
"Eruption - 2015 Remaster","Van Halen","0.813","https://www.youtube.com/watch?v=L9r-NxuYszg"
"21 Hungarian Dances, WoO 1 (version for orchestra): Hungarian Dance No. 5 (orch. Schmeling)","Johannes Brahms","0.813","https://www.youtube.com/watch?v=Nzo3atXtm54"
"Hits from the Bong","Cypress Hill","0.812","https://www.youtube.com/watch?v=eMK4cfXj5c0"
"Slapper - Fast & Furious: Drift Tape/Phonk Vol 1","DVRST","0.812","https://www.youtube.com/watch?v=Y9g4H9stRh4"
"A Gift Of A Thistle","James Horner","0.812","https://www.youtube.com/watch?v=PrjSLW0zfts"
"Pjanoo - Radio Edit","Eric Prydz","0.812","https://www.youtube.com/watch?v=Gz3yCrMJXpk"
"Laurie and Jo on the Hill","Alexandre Desplat","0.811","https://www.youtube.com/watch?v=8JQoRWwg58U"
"Haggstrom","C418","0.811","https://www.youtube.com/watch?v=JZNy6eHw3FA"
"While Shepherds Watched Their Flocks (Desc. by Stephen Cleobury)","Stephen Cleobury","0.811","https://www.youtube.com/watch?v=-HenCssKnnY"
"Repeat After Me","W&W","0.81",NULL
"Repeat After Me","Armin van Buuren","0.81","https://www.youtube.com/watch?v=AwYl_H4_EW8"
"YYZ","Rush","0.809","https://www.youtube.com/watch?v=ftVTWDrtrlc"
"528 Hz Whole Body Regeneration","Miracle Tones","0.808","https://www.youtube.com/watch?v=hdmvMc7TZn0"
"Dragonball Durag","Thundercat","0.808","https://www.youtube.com/watch?v=ormQQG2UhtQ"
"This Is Berk","John Powell","0.808","https://www.youtube.com/watch?v=hNFM2f4BvAo"
"528 Hz Whole Body Regeneration","Solfeggio Healing Frequencies MT","0.808","https://www.youtube.com/watch?v=hdmvMc7TZn0"
"The Way I Walk","The Cramps","0.807","https://www.youtube.com/watch?v=-CwVHWbPuvE"
"Love Songs For Robots","Patrick Watson","0.807","https://www.youtube.com/watch?v=lCskw1901a0"
"Angel","Massive Attack","0.807","https://www.youtube.com/watch?v=hbe3CQamF8k"
"Channel 1 Suite","The Cinematic Orchestra","0.807","https://www.youtube.com/watch?v=6hlh6cdMV6k"
"When the Shit Goes Down","Cypress Hill","0.807","https://www.youtube.com/watch?v=I826gxc8TvI"
"HDMI","BONES","0.807","https://www.youtube.com/watch?v=5souw4K5UQc"
"TendingToTheGarden","surrenderdorothy","0.806","https://www.youtube.com/watch?v=LfwKr1BWZ2I"
"NoPlaceLikeHome","surrenderdorothy","0.806","https://www.youtube.com/watch?v=UjVwxBS30mI"
"Tree Among Shrubs","Men I Trust","0.804","https://www.youtube.com/watch?v=0LMwgWFzDjU"
"About You","The 1975","0.804","https://www.youtube.com/watch?v=tGv7CUutzqU"
"The Sixth Station","Joe Hisaishi","0.803","https://www.youtube.com/watch?v=WgkGHGzTEk8"
"Echoes in Rain","Enya","0.803","https://www.youtube.com/watch?v=OWFc5mkABNo"
"In The Yuma (feat. Aatig)","Chris Lake","0.803","https://www.youtube.com/watch?v=OAKM41Ng_Fg"
"snowfall","Øneheart","0.803","https://www.youtube.com/watch?v=LlN8MPS7KQs"
"We Got the Power (feat. Jehnny Beth) - Claptone Remix","Claptone","0.801","https://www.youtube.com/watch?v=sQduMTc5TR8"
"踊り子","Vaundy","0.801","https://www.youtube.com/watch?v=7HgJIAUtICU"
"Special Needs","Placebo","0.8","https://www.youtube.com/watch?v=HClZwFNNMKs"
"Inferno Lofi (Fire Force)","Kato","0.8","https://www.youtube.com/watch?v=dLdN_7IswJk"
"Unity","Hardwell","0.8","https://www.youtube.com/watch?v=rLlZE_G_fXo"
