"track","artist","instrumentalness","url_youtube"
"Kinderszenen, Op. 15: No. 10 Fast zu ernst","Robert Schumann","0.928","https://www.youtube.com/watch?v=IlpTk2HELuU"
"The Last of Us","Gustavo Santaolalla","0.928","https://www.youtube.com/watch?v=Pt1pOY3_W64"
"Mountains","Hans Zimmer","0.928","https://www.youtube.com/watch?v=o_Ay_iDRAbc"
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers","Pyotr Ilyich Tchaikovsky","0.928","https://www.youtube.com/watch?v=9LEZA9IQDDs"
"London","James Newton Howard","0.927","https://www.youtube.com/watch?v=FCkVmlSVmns"
"Gnossienne: No.1 (Satie Reworks) - Spotify Singles","Erik Satie","0.927","https://www.youtube.com/watch?v=PErbSeBCjdY"
"Run","I Virtuosi Italiani","0.927","https://www.youtube.com/watch?v=jfz-XDWPt-M"
"Palmtree Panic - ”P” mix","SEGA SOUND TEAM","0.927","https://www.youtube.com/watch?v=b0L79dHcdH0"
"Never Can Say Goodbye - Single Version","Gloria Gaynor","0.926","https://www.youtube.com/watch?v=ofcgjeELS0M"
"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]","Howard Shore","0.926","https://www.youtube.com/watch?v=w6LfRXAuRD0"
"9Pm (Till I Come)","ATB","0.926","https://www.youtube.com/watch?v=ri6Efk1SPJc"
"Saint-Saëns / Transcr. Vidal: Le carnaval des animaux: XIII. Le cygne","Camille Saint-Saëns","0.926","https://www.youtube.com/watch?v=b44-5M4e9nI"
"Suite bergamasque, L. 75: Clair de lune","Claude Debussy","0.926","https://www.youtube.com/watch?v=CvFH_6DNRCY"
"Camping","Jóhann Jóhannsson","0.926","https://www.youtube.com/watch?v=KmZzMOj1CPc"
"Mexican Folksong","Traditional","0.926",NULL
"Pursuit","Gesaffelstein","0.926","https://www.youtube.com/watch?v=oRSijEW_cDM"
"The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity","Herbert von Karajan","0.925","https://www.youtube.com/watch?v=uJJv3TQeMBg"
"Almost Back","LUCKI","0.925","https://www.youtube.com/watch?v=jS7YEzGTjOc"
"Victor's Piano Solo","Danny Elfman","0.925","https://www.youtube.com/watch?v=a7ouDfay0Ug"
"Gnossienne: No. 1","Erik Satie","0.925","https://www.youtube.com/watch?v=PLFVGwGQcB0"
"Danse Macabre, Op. 40, R.171","Camille Saint-Saëns","0.925","https://www.youtube.com/watch?v=YyknBTm_YyM"
"Atlantis","I Virtuosi Italiani","0.925","https://www.youtube.com/watch?v=niQC_1rQi6w"
"A Day Without Rain","Enya","0.924","https://www.youtube.com/watch?v=81gfs4sd76E"
"Romantic Lover","Eyedress","0.924","https://www.youtube.com/watch?v=hxon1cVPC5A"
"Fire","Fabrizio Paterlini","0.924","https://www.youtube.com/watch?v=WSCXTWcX0Sk"
"You're in Love","Joe Hisaishi","0.924","https://www.youtube.com/watch?v=zHS40y9PcOs"
"Song on the Beach","Arcade Fire","0.924","https://www.youtube.com/watch?v=zbloDcecCvM"
"Hielo","Zoé","0.923","https://www.youtube.com/watch?v=lZHyGdYwynM"
"Wind Song","Ludovico Einaudi","0.923","https://www.youtube.com/watch?v=0RV_hthKxEE"
"O Little Town of Bethlehem","Stephen Cleobury","0.923","https://www.youtube.com/watch?v=qqwe97RJ-bg"
"Reminiscent","Yiruma","0.923","https://www.youtube.com/watch?v=hqIiWQjjf1Q"
"Rêverie, CD 76 (Arr. Cullen for Cello and Orchestra)","Royal Philharmonic Orchestra","0.922","https://www.youtube.com/watch?v=8J6hWX1Wv9w"
"Rêverie, L. 68","Claude Debussy","0.922","https://www.youtube.com/watch?v=QRjllL-MP0U"
"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto","Franz Schubert","0.922","https://www.youtube.com/watch?v=Xms2oRZtjnM"
"For The Love Of A Princess","James Horner","0.922","https://www.youtube.com/watch?v=fk8323r577w"
"Consolation No. 3 in D-Flat Major, S. 172","Franz Liszt","0.922","https://www.youtube.com/watch?v=MfDmUk7ie6s"
"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","Daniel Barenboim","0.922","https://www.youtube.com/watch?v=roFXldnkMqA"
"Consolation No. 3 in D-Flat Major, S. 172","Lang Lang","0.922","https://www.youtube.com/watch?v=ufBUoUM3-TA"
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018","Academy of St. Martin in the Fields","0.922","https://www.youtube.com/watch?v=0KRSx1lpjT8"
"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","Franz Liszt","0.922","https://www.youtube.com/watch?v=roFXldnkMqA"
"Sheep May Safely Graze","Johann Sebastian Bach","0.922","https://www.youtube.com/watch?v=ZIUCRXMM4pE"
"Solomon, HWV 67: Arrival of the Queen of Sheba","George Frideric Handel","0.921","https://www.youtube.com/watch?v=C66XCqWkhmw"
"Handel: Suite No. 11 in D Minor, HWV 437: III. Sarabande - Remastered 2022","George Frideric Handel","0.921","https://www.youtube.com/watch?v=1jIaYxdkrfM"
"Ständchen in D Minor (After Schubert), S. 560","Franz Liszt","0.921","https://www.youtube.com/watch?v=SlTTgJau33Q"
"Rain and Thunderstorm, Pt. 1","Rain Fruits Sounds","0.921","https://www.youtube.com/watch?v=cv2-ustvqN4"
"Solomon HWV 67 / Act 3: The Arrival Of The Queen Of Sheba","Academy of St. Martin in the Fields","0.92","https://www.youtube.com/watch?v=KErrDz8HcZY"
"Solomon HWV 67 / Act 3: The Arrival Of The Queen Of Sheba","Sir Neville Marriner","0.92","https://www.youtube.com/watch?v=KErrDz8HcZY"
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major","Franz Liszt","0.92","https://www.youtube.com/watch?v=rjgj4X7OYjg"
"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)","Sergei Rachmaninoff","0.92","https://www.youtube.com/watch?v=VTbylwbqtGU"
"Die Hochzeit des Figaro, K. 492, 3. Akt: Canzonetta sull aria… Che soave zeffiretto (Die Verurteilten): Sinfonia","Wolfgang Amadeus Mozart","0.92",NULL
"Unravel Lofi (Tokyo Ghoul)","Kato","0.92","https://www.youtube.com/watch?v=UmkzfRMXjs4"
"Subwoofer Lullaby","C418","0.919","https://www.youtube.com/watch?v=ibUOxEBxVsE"
"Stan","Chill Fruits Music","0.919","https://www.youtube.com/watch?v=wHgrznvmSOk"
"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy","0.919","https://www.youtube.com/watch?v=CvFH_6DNRCY"
"Rolling Like A Ball","Ludovico Einaudi","0.919","https://www.youtube.com/watch?v=C3Ao25BmetE"
"NIGHT RIDER","Joji","0.919","https://www.youtube.com/watch?v=PuXJD_7VlYo"
"Stan","Lofi Fruits Music","0.919","https://www.youtube.com/watch?v=wHgrznvmSOk"
"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato","Sergei Rachmaninoff","0.919","https://www.youtube.com/watch?v=rEGOihjqO9w"
"Per Vachaalum Vaikkaama (From ""Dikkiloona"")","Ilaiyaraaja","0.918","https://www.youtube.com/watch?v=-BUDo3mow00"
"Swan Lake (Suite), Op. 20a, TH. 219: I. Scene - Swan Theme","Berliner Philharmoniker","0.918","https://www.youtube.com/watch?v=6TSUDVQBwsM"
"Courtyard Apocalypse","Alexandre Desplat","0.918","https://www.youtube.com/watch?v=kAI9R60zjrw"
"Cherry","Ratatat","0.918","https://www.youtube.com/watch?v=WW8VmSfYLAU"
"Travelin' Light","J.J. Cale","0.918","https://www.youtube.com/watch?v=_OgjB6y70ew"
"Ashitaka and San","Joe Hisaishi","0.917","https://www.youtube.com/watch?v=faf98cNY8A8"
"Requiem, K. 626: Lacrimosa","Stephen Cleobury","0.917","https://www.youtube.com/watch?v=Nz4QV6VRvUw"
"Requiem, K. 626: Lacrimosa","Wolfgang Amadeus Mozart","0.917",NULL
"The Batman Theme","Danny Elfman","0.916","https://www.youtube.com/watch?v=8JtDHoK9KL8"
"Kinderszenen, Op. 15: 7. Träumerei","Robert Schumann","0.916","https://www.youtube.com/watch?v=_RmuTuVWXy4"
"Suite in D Minor, HWV 447: Allemande","George Frideric Handel","0.916","https://www.youtube.com/watch?v=iCBAeHDlU1E"
"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)","George Frideric Handel","0.916","https://www.youtube.com/watch?v=EF900GG7uVw"
"Limu, limu, lima (Arr. Schindler for Piano)","Lang Lang","0.916","https://www.youtube.com/watch?v=N0cKkVMyL_A"
"Lullaby (Guten Abend, gut' Nacht)","Johannes Brahms","0.916","https://www.youtube.com/watch?v=ypMW4iPzlmM"
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude","Yo-Yo Ma","0.916","https://www.youtube.com/watch?v=1prweT95Mo0"
"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky","0.916","https://www.youtube.com/watch?v=xVBNVR1wQT8"
"Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)","Ludwig van Beethoven","0.916","https://www.youtube.com/watch?v=sbTVZMJ9Z2I"
"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene. Moderato","London Symphony Orchestra","0.916","https://www.youtube.com/watch?v=xVBNVR1wQT8"
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude","Johann Sebastian Bach","0.916","https://www.youtube.com/watch?v=1prweT95Mo0"
"outside","Øneheart","0.916","https://www.youtube.com/watch?v=sZ6tv2kT8_k"
"Aria Math","C418","0.915","https://www.youtube.com/watch?v=kkII2SLwGcs"
"Nostrand","Ratatat","0.915","https://www.youtube.com/watch?v=XCdQhhaP_ms"
"Ode to Vivian - Rework","Patrick Watson","0.915","https://www.youtube.com/watch?v=lcuMwAt3MjI"
"ANTIGRAVITY","Ratatat","0.915","https://www.youtube.com/watch?v=FTNiN15hX_4"
"1917","Thomas Newman","0.915","https://www.youtube.com/watch?v=gqo46lt-8Q4"
"Shawshank Prison - Stoic Theme","Thomas Newman","0.915","https://www.youtube.com/watch?v=c4ciBeyOv4E"
"Hopes And Dreams","Toby Fox","0.914","https://www.youtube.com/watch?v=H36pi8bm6zA"
"Chamber Of Reflection","Mac DeMarco","0.914","https://www.youtube.com/watch?v=kz9jhG963no"
"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")","London Symphony Orchestra","0.914",NULL
"Greensleeves","Vince Guaraldi Trio","0.914","https://www.youtube.com/watch?v=SHU99s793q8"
"All My Joy, All My Pain","Fabrizio Paterlini","0.914","https://www.youtube.com/watch?v=ur1I629M39g"
"Kinderszenen, Op. 15: 1. Von fremden Ländern und Menschen","Robert Schumann","0.914","https://www.youtube.com/watch?v=tYg6d7CUHRA"
"Gabriel's Oboe","Ennio Morricone","0.914","https://www.youtube.com/watch?v=s7w-IeNR9ko"
"Minuet in A major, D. 334","Franz Schubert","0.913","https://www.youtube.com/watch?v=uwOf7waK2cU"
"Nocturne en Mi Bémol Majeur, Op. 9 No. 2","Frédéric Chopin","0.913","https://www.youtube.com/watch?v=p29JUpsOSTE"
"Shower Sound - Loopable Without Fade","White Noise for Babies","0.913","https://www.youtube.com/watch?v=SY1WlF7XzlI"
"After Midnight","Lofi Fruits Music","0.913","https://www.youtube.com/watch?v=gNnyemhFPPc"
"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": I. Allegro","Wolfgang Amadeus Mozart","0.913","https://www.youtube.com/watch?v=I_AX4R-d29o"
"After Midnight","Chill Fruits Music","0.913","https://www.youtube.com/watch?v=gNnyemhFPPc"
"The Battle","Gavin Greenaway","0.913","https://www.youtube.com/watch?v=kln605W1r3E"
"The Battle","The Lyndhurst Orchestra","0.913","https://www.youtube.com/watch?v=kln605W1r3E"
"The Battle","Lisa Gerrard","0.913","https://www.youtube.com/watch?v=o2ZiIPEorP0"
"Le Cygne","Camille Saint-Saëns","0.913","https://www.youtube.com/watch?v=b44-5M4e9nI"
"Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez)","Franz Schubert","0.912","https://www.youtube.com/watch?v=fTmJFgVSCGA"
"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen","Robert Schumann","0.912","https://www.youtube.com/watch?v=tYg6d7CUHRA"
"The Blonde","TV Girl","0.912","https://www.youtube.com/watch?v=pTlPiKrnjhk"
"Frühlingsglaube (Arr. Franz Liszt)","Franz Schubert","0.912","https://www.youtube.com/watch?v=jqL0o3bUthQ"
"fairytale (slowed - house remix)","Tazzy","0.912","https://www.youtube.com/watch?v=A1kzr5ldsbU"
"Clair de Lune, L. 32","Claude Debussy","0.912","https://www.youtube.com/watch?v=CvFH_6DNRCY"
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Ludwig van Beethoven","0.911","https://www.youtube.com/watch?v=wfF0zHeU3Zs"
"MISS YOU HARDSTYLE","SICK LEGEND","0.911","https://www.youtube.com/watch?v=zau0dckCFi0"
"Rêverie, L. 68: Rêverie","Claude Debussy","0.91","https://www.youtube.com/watch?v=QRjllL-MP0U"
"In the Name of Love","Grover Washington, Jr.","0.91","https://www.youtube.com/watch?v=XLyTpa1Svvw"
"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto","Antonio Vivaldi","0.91","https://www.youtube.com/watch?v=jAnzlpPuIDU"
"The Four Seasons - Summer in G Minor, RV. 315: III. Presto","Antonio Vivaldi","0.91","https://www.youtube.com/watch?v=NVc1bg6Omeo"
"16 Waltzes, Op. 39 (1867 version): No. 3 in G-Sharp Minor","Johannes Brahms","0.909","https://www.youtube.com/watch?v=gghl-b5qAP8"
"Dance of the Sugar Plum Fairy","Pyotr Ilyich Tchaikovsky","0.909","https://www.youtube.com/watch?v=k0iP6j6nhjY"
"Go","Moby","0.909","https://www.youtube.com/watch?v=NLCHARjjrws"
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso","Wiener Philharmoniker","0.909","https://www.youtube.com/watch?v=cd9rg9v25bo"
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso","Sir Simon Rattle","0.909","https://www.youtube.com/watch?v=bMd2qdJ-Os0"
"Alors on Danse Slowed","Dybbukk","0.909","https://www.youtube.com/watch?v=4Pbz_fJqm1Y"
"Once upon a time in America (Deborah's Theme)","Ennio Morricone","0.909","https://www.youtube.com/watch?v=PuyYc0gINbU"
"Fake Empire","The National","0.909","https://www.youtube.com/watch?v=jsvgH2yZ5m0"
"Forever","Alex G","0.909","https://www.youtube.com/watch?v=xho3io5ExwI"
"Body Dysmorphia","Eyedress","0.909","https://www.youtube.com/watch?v=MRnHu0FhAFQ"
"Rainbows","I Virtuosi Italiani","0.908","https://www.youtube.com/watch?v=nG_hH6qL-ww"
"Futile Devices","Sufjan Stevens","0.908","https://www.youtube.com/watch?v=8foWYFO5eLA"
"Comptine d'un autre été, l'après-midi","Yann Tiersen","0.908","https://www.youtube.com/watch?v=NvryolGa19A"
"If only I could tell","Fabrizio Paterlini","0.907","https://www.youtube.com/watch?v=NSU-9_xaIpQ"
"Le Matin","Yann Tiersen","0.907","https://www.youtube.com/watch?v=e3aTuW710mk"
"Concerto for Strings in G Major, RV 151, ""Alla Rustica"": I. Presto","Antonio Vivaldi","0.907","https://www.youtube.com/watch?v=bwe8ycrMX2w"
"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries","Wiener Philharmoniker","0.907","https://www.youtube.com/watch?v=8RegGcEsiqc"
"Written on the Sky","Max Richter","0.906","https://www.youtube.com/watch?v=yShmGUlylzA"
"Fantasia in D Minor, K. 397","Wolfgang Amadeus Mozart","0.906","https://www.youtube.com/watch?v=1BkZ8ci8_k4"
"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)","Robert Schumann","0.906","https://www.youtube.com/watch?v=8WWboiOyya0"
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile","Sergei Rachmaninoff","0.906","https://www.youtube.com/watch?v=ThTU04p3drM"
"Piano Concerto No. 2 in C Minor, Op. 18: 1. Moderato","Sergei Rachmaninoff","0.906","https://www.youtube.com/watch?v=rEGOihjqO9w"
"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga","Lang Lang","0.906","https://www.youtube.com/watch?v=yJEhmKg5yIY"
"Schwanengesang, D. 957: Ständchen ""Leise flehen meine Lieder""","Franz Schubert","0.905","https://www.youtube.com/watch?v=0xWxum9MOMQ"
"Dreams Never End - 2015 Remaster","New Order","0.905","https://www.youtube.com/watch?v=WS1X0EBlQ3Y"
"Kiss The Rain","Yiruma","0.905","https://www.youtube.com/watch?v=so6ExplQlaY"
"Carry Me Home - Twenty Rave Remix","Steve Edwards","0.905","https://www.youtube.com/watch?v=CIHvhibChZQ"
"The Bridge of Khazad Dum","Howard Shore","0.905","https://www.youtube.com/watch?v=OFSC4pgN3Mw"
"Life","Daniel Hope","0.904","https://www.youtube.com/watch?v=Dg8K-vtoN6c"
"Rain and Thunderstorm, Pt. 4","Rain Fruits Sounds","0.904","https://www.youtube.com/watch?v=cv2-ustvqN4"
"Life","I Virtuosi Italiani","0.904","https://www.youtube.com/watch?v=XvdtKK-UaE0"
"Requiem in D Minor, K. 626: 3. Sequentia: Rex tremendae - Live","Claudio Abbado","0.904","https://www.youtube.com/watch?v=gijEyv4rHqY"
"Fallen Down (Reprise)","Toby Fox","0.904","https://www.youtube.com/watch?v=AvDrW4JTjME"
"METAMORPHOSIS - Sped Up","INTERWORLD","0.904","https://www.youtube.com/watch?v=nJ5GHtDLYu8"
"Spring 1 - 2012","Daniel Hope","0.903",NULL
"Night Trouble","Chill Fruits Music","0.903","https://www.youtube.com/watch?v=xeVcHQKOOkQ"
"Spring 1 - 2012","Max Richter","0.903","https://www.youtube.com/watch?v=6T0MFCX9SLI"
"Night Trouble","Lofi Fruits Music","0.903","https://www.youtube.com/watch?v=xeVcHQKOOkQ"
"DANCE: I. when you're broken open","London Philharmonic Orchestra","0.903","https://www.youtube.com/watch?v=La22CjPFbIY"
"Peer Gynt Suite No. 1, Op. 46: 1. Morning Mood","Herbert von Karajan","0.903","https://www.youtube.com/watch?v=8fATAQtY9ag"
"The Batman","Michael Giacchino","0.903","https://www.youtube.com/watch?v=Cwcinb2OxUo"
"Liebestraum (Love Dream)","Franz Liszt","0.903","https://www.youtube.com/watch?v=KpOtuoHL45Y"
"Piano Concerto in A minor, Op. 16: II. Adagio - Live","Edvard Grieg","0.902","https://www.youtube.com/watch?v=R0DAacLUqEg"
"The Mission: Gabriel's Oboe","Yo-Yo Ma","0.902","https://www.youtube.com/watch?v=s7w-IeNR9ko"
"10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia","Sergei Rachmaninoff","0.902","https://www.youtube.com/watch?v=GhBXx-2PadM"
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3","Lang Lang","0.902","https://www.youtube.com/watch?v=2FqugGjOkQE"
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3","Franz Liszt","0.902","https://www.youtube.com/watch?v=MBOa-2b4uQQ"
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","Johannes Brahms","0.901","https://www.youtube.com/watch?v=1h4Re5WBEAc"
"Blue Side (Outro)","j-hope","0.901","https://www.youtube.com/watch?v=OZD_EU_hMUQ"
"distorted memories","Øneheart","0.901","https://www.youtube.com/watch?v=gSwi1Tk1gV8"
"Vladimir's Blues","Max Richter","0.901","https://www.youtube.com/watch?v=NZuc3_kSRk4"
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato","Edvard Grieg","0.901","https://www.youtube.com/watch?v=I1Yoyz6_Los"
"METAMORPHOSIS","INTERWORLD","0.901","https://www.youtube.com/watch?v=-dhx7Hnu-wo"
"Carnaval, Op. 9: No. 12. Chopin","Robert Schumann","0.901","https://www.youtube.com/watch?v=q3f3-rgkbh4"
"Invaders Must Die","The Prodigy","0.901","https://www.youtube.com/watch?v=EiqFcc_l_Kk"
"Longing","Gustavo Santaolalla","0.9","https://www.youtube.com/watch?v=tLZGgKvazRc"
"Winter 1 - 2012","Daniel Hope","0.9","https://www.youtube.com/watch?v=LtI1PKFasME"
"METAMORPHOSIS - Slowed + Reverb","INTERWORLD","0.9","https://www.youtube.com/watch?v=Kii1mdfiX3Y"
"Dreams Come True","Øneheart","0.9","https://www.youtube.com/watch?v=QqtJS7tOE3Y"
"Suite bergamasque, L. 75: III. Clair de lune","Daniel Barenboim","0.9","https://www.youtube.com/watch?v=5U-SCt8XP5c"
"The Flight To Neverland - From ""Hook""","Gavin Greenaway","0.9","https://www.youtube.com/watch?v=vxBqr_pkY-M"
"Left and Right (feat. Jung Kook of BTS) - Instrumental","Jung Kook","0.9","https://www.youtube.com/watch?v=a7GITgqwDVg"
"Star Shopping (Slowed)","Dybbukk","0.899","https://www.youtube.com/watch?v=neu1pwGP38U"
"I","Aphex Twin","0.899","https://www.youtube.com/watch?v=TZ827lkktYs"
"Rain and Thunderstorm, Pt. 6","Rain Fruits Sounds","0.898","https://www.youtube.com/watch?v=cv2-ustvqN4"
"Gangsta's Paradise","Lofi Fruits Music","0.898","https://www.youtube.com/watch?v=M67A7jmvQik"
"Lovesong - 2010 Remaster","The Cure","0.898","https://www.youtube.com/watch?v=ks_qOI0lzho"
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio","Wolfgang Amadeus Mozart","0.898","https://www.youtube.com/watch?v=NecLh4YOT9M"
"I'm Yours","Lofi Fruits Music","0.898","https://www.youtube.com/watch?v=MlK1mbeeCcE"
"Loneliness (Naruto)","Kato","0.898","https://www.youtube.com/watch?v=QN7uZAJ9yI0"
"Gangsta's Paradise","Chill Fruits Music","0.898","https://www.youtube.com/watch?v=M67A7jmvQik"
"I'm Yours","Chill Fruits Music","0.898","https://www.youtube.com/watch?v=MlK1mbeeCcE"
"Can I See You Tonight?","Eyedress","0.898","https://www.youtube.com/watch?v=m-I6QiuOuO4"
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","Ludwig van Beethoven","0.897","https://www.youtube.com/watch?v=-VVXqNt4qU0"
"Take Me There (7"" Version)","Grover Washington, Jr.","0.897","https://www.youtube.com/watch?v=rNyIH9pAT84"
"life’s a dream","d4vd","0.897","https://www.youtube.com/watch?v=kXaM_cu5-3A"
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude","Johann Sebastian Bach","0.897","https://www.youtube.com/watch?v=gVah1cr3pU0"
"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)","Johann Sebastian Bach","0.897","https://www.youtube.com/watch?v=7ObkAAcmUoo"
"Nocturne No. 1 In B Flat Minor, Op. 9 No. 1","Frédéric Chopin","0.897","https://www.youtube.com/watch?v=ZtIW2r1EalM"
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","Wiener Philharmoniker","0.897","https://www.youtube.com/watch?v=-VVXqNt4qU0"
"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto","Wiener Philharmoniker","0.897","https://www.youtube.com/watch?v=J5megnjqmrU"
"Feed the Birds - From ""Mary Poppins""","Lang Lang","0.897","https://www.youtube.com/watch?v=CzYwjc9MVU0"
"The Great Gig in the Sky","Pink Floyd","0.896","https://www.youtube.com/watch?v=vWZ6hmHj2MA"
"Vocalise, Op. 34, No. 14","Sergei Rachmaninoff","0.896","https://www.youtube.com/watch?v=b0FpMjsBerY"
"Oblivion","Grimes","0.896","https://www.youtube.com/watch?v=JtH68PJIQLE"
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude","Lang Lang","0.896","https://www.youtube.com/watch?v=gVah1cr3pU0"
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio","Sir Neville Marriner","0.896","https://www.youtube.com/watch?v=dmNFdPrE7hI"
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio","Academy of St. Martin in the Fields","0.896","https://www.youtube.com/watch?v=0uZOHej8H7g"
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio","Wolfgang Amadeus Mozart","0.896","https://www.youtube.com/watch?v=rNeirjA65Dk"
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.1 in C major BWV846","Daniel Barenboim","0.895","https://www.youtube.com/watch?v=gVah1cr3pU0"
"Mr. Rager","Kid Cudi","0.895","https://www.youtube.com/watch?v=06r35x1nvo0"
"I Wanted to Leave","SYML","0.895","https://www.youtube.com/watch?v=ZPItV_q1u38"
"That Home","The Cinematic Orchestra","0.894","https://www.youtube.com/watch?v=w-kne4ZTQDE"
"Headphones","Lofi Fruits Music","0.894","https://www.youtube.com/watch?v=mMMaj3tjimM"
"Headphones","Chill Fruits Music","0.894","https://www.youtube.com/watch?v=mMMaj3tjimM"
"Beauty and the Beast - From ""Beauty and the Beast""","Royal Philharmonic Orchestra","0.894","https://www.youtube.com/watch?v=oKeEts4_Zpk"
"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49","Daniel Barenboim","0.894","https://www.youtube.com/watch?v=gz2jJ9LrhaM"
"Tell Me Why - MEDUZA Remix","MEDUZA","0.894","https://www.youtube.com/watch?v=e-IazpDc_mk"
"2 Arabesques, L. 66: I. Andantino con moto","Claude Debussy","0.894","https://www.youtube.com/watch?v=ymWrj4W2qcQ"
"180db_ [130]","Aphex Twin","0.894","https://www.youtube.com/watch?v=4i4ulGhWkSY"
"Maula Mere Maula - LoFi","Roop Kumar Rathod","0.894","https://www.youtube.com/watch?v=l5sgIqzlPXc"
"Ragnarök","Bear McCreary","0.893","https://www.youtube.com/watch?v=ibW8gmXHWaw"
"Main Title (From Game of Thrones: Season 6)","Ramin Djawadi","0.893","https://www.youtube.com/watch?v=pS-gbqbVd8c"
"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)","Antonio Vivaldi","0.893","https://www.youtube.com/watch?v=EXgNlueMu6k"
"Serenade No. 13 in G Major, K. 525, ""Eine kleine Nachtmusik"": I. Allegro","Wolfgang Amadeus Mozart","0.893","https://www.youtube.com/watch?v=rHZ0nkZatJk"
"You Know What I Mean","Jeff Beck","0.892","https://www.youtube.com/watch?v=LzJ2WA-ubMM"
"One Summer Day","Joe Hisaishi","0.892","https://www.youtube.com/watch?v=TK1Ij_-mank"
"528 Hz Release Inner Conflict & Struggle","Solfeggio Healing Frequencies MT","0.891","https://www.youtube.com/watch?v=UkM-FjfN6Mc"
"Extremely Loud and Incredibly Close","Alexandre Desplat","0.891","https://www.youtube.com/watch?v=5D7Xbkx_cPI"
"snowfall (Sped Up)","Øneheart","0.891","https://www.youtube.com/watch?v=1beH7w29t34"
"528 Hz Release Inner Conflict & Struggle","Miracle Tones","0.891","https://www.youtube.com/watch?v=UkM-FjfN6Mc"
"Goodbye Brother - From The ""Game Of Thrones"" Soundtrack","Ramin Djawadi","0.891","https://www.youtube.com/watch?v=5JkKFrH6swg"
"U’re Mine","Kina","0.891","https://www.youtube.com/watch?v=u1ZWRUPYlog"
"The Choice","Gustavo Santaolalla","0.89","https://www.youtube.com/watch?v=vYge_43m_jc"
"Carnival of the Animals, R. 125: The Swan","Yo-Yo Ma","0.89","https://www.youtube.com/watch?v=3qrKjywjo7Q"
"Ever Now","Gesaffelstein","0.89","https://www.youtube.com/watch?v=LAe6Sm_MAdY"
"Ageispolis","Aphex Twin","0.89","https://www.youtube.com/watch?v=RsZPmcWTajs"
